x [um]	Total Charge Density [C/cm^3]
1.67146	-2.2572e-09
1.67211	-2.25808e-09
1.67276	-2.25895e-09
1.67341	-2.25982e-09
1.67406	-2.2607e-09
1.67472	-2.26157e-09
1.67537	-2.26244e-09
1.67602	-2.26332e-09
1.67667	-2.26419e-09
1.67732	-2.26506e-09
1.67797	-2.26594e-09
1.67862	-2.26681e-09
1.67927	-2.26768e-09
1.67992	-2.26856e-09
1.68057	-2.26943e-09
1.68122	-2.2703e-09
1.68187	-2.27118e-09
1.68252	-2.27205e-09
1.68318	-2.27292e-09
1.68383	-2.2738e-09
1.68448	-2.27467e-09
1.68513	-2.27554e-09
1.68578	-2.27642e-09
1.68643	-2.27729e-09
1.68708	-2.27817e-09
1.68773	-2.27904e-09
1.68838	-2.27991e-09
1.68903	-2.28079e-09
1.68968	-2.28166e-09
1.69033	-2.28253e-09
1.69098	-2.28341e-09
1.69163	-2.28428e-09
1.69229	-2.28515e-09
1.69294	-2.28603e-09
1.69359	-2.2869e-09
1.69424	-2.28778e-09
1.69489	-2.28865e-09
1.69554	-2.28952e-09
1.69619	-2.2904e-09
1.69684	-2.29127e-09
1.69749	-2.29214e-09
1.69814	-2.29302e-09
1.69879	-2.29389e-09
1.69944	-2.29477e-09
1.70009	-2.29564e-09
1.70074	-2.29651e-09
1.7014	-2.29739e-09
1.70205	-2.29826e-09
1.7027	-2.29914e-09
1.70335	-2.30001e-09
1.704	-2.30088e-09
1.70465	-2.30176e-09
1.7053	-2.30263e-09
1.70595	-2.30351e-09
1.7066	-2.30438e-09
1.70725	-2.30525e-09
1.7079	-2.30613e-09
1.70855	-2.307e-09
1.7092	-2.30788e-09
1.70986	-2.30875e-09
1.71051	-2.30962e-09
1.71116	-2.3105e-09
1.71181	-2.31137e-09
1.71246	-2.31225e-09
1.71311	-2.31312e-09
1.71376	-2.31399e-09
1.71441	-2.31487e-09
1.71506	-2.31574e-09
1.71571	-2.31662e-09
1.71636	-2.31749e-09
1.71701	-2.31837e-09
1.71766	-2.31924e-09
1.71831	-2.32011e-09
1.71897	-2.32099e-09
1.71962	-2.32186e-09
1.72027	-2.32274e-09
1.72092	-2.32361e-09
1.72157	-2.32449e-09
1.72222	-2.32536e-09
1.72287	-2.32623e-09
1.72352	-2.32711e-09
1.72417	-2.32798e-09
1.72482	-2.32886e-09
1.72547	-2.32973e-09
1.72612	-2.33061e-09
1.72677	-2.33148e-09
1.72743	-2.33236e-09
1.72808	-2.33323e-09
1.72873	-2.3341e-09
1.72938	-2.33498e-09
1.73003	-2.33585e-09
1.73068	-2.33673e-09
1.73133	-2.3376e-09
1.73198	-2.33848e-09
1.73263	-2.33935e-09
1.73328	-2.34023e-09
1.73393	-2.3411e-09
1.73458	-2.34197e-09
1.73523	-2.34285e-09
1.73588	-2.34372e-09
1.73654	-2.3446e-09
1.73719	-2.34547e-09
1.73784	-2.34635e-09
1.73849	-2.34722e-09
1.73914	-2.3481e-09
1.73979	-2.34897e-09
1.74044	-2.34985e-09
1.74109	-2.35072e-09
1.74174	-2.3516e-09
1.74239	-2.35247e-09
1.74304	-2.35334e-09
1.74369	-2.35422e-09
1.74434	-2.35509e-09
1.74499	-2.35597e-09
1.74565	-2.35684e-09
1.7463	-2.35772e-09
1.74695	-2.35859e-09
1.7476	-2.35947e-09
1.74825	-2.36034e-09
1.7489	-2.36122e-09
1.74955	-2.36209e-09
1.7502	-2.36297e-09
1.75085	-2.36384e-09
1.7515	-2.36472e-09
1.75215	-2.36559e-09
1.7528	-2.36647e-09
1.75345	-2.36734e-09
1.75411	-2.36822e-09
1.75476	-2.36909e-09
1.75541	-2.36997e-09
1.75606	-2.37084e-09
1.75671	-2.37172e-09
1.75736	-2.37259e-09
1.75801	-2.37347e-09
1.75866	-2.37434e-09
1.75931	-2.37522e-09
1.75996	-2.37609e-09
1.76061	-2.37697e-09
1.76126	-2.37784e-09
1.76191	-2.37872e-09
1.76256	-2.37959e-09
1.76322	-2.38047e-09
1.76387	-2.38134e-09
1.76452	-2.38222e-09
1.76517	-2.38309e-09
1.76582	-2.38397e-09
1.76647	-2.38484e-09
1.76712	-2.38572e-09
1.76777	-2.38659e-09
1.76842	-2.38747e-09
1.76907	-2.38834e-09
1.76972	-2.38922e-09
1.77037	-2.39009e-09
1.77102	-2.39097e-09
1.77167	-2.39184e-09
1.77233	-2.39272e-09
1.77298	-2.39359e-09
1.77363	-2.39447e-09
1.77428	-2.39534e-09
1.77493	-2.39622e-09
1.77558	-2.39709e-09
1.77623	-2.39797e-09
1.77688	-2.39884e-09
1.77753	-2.39972e-09
1.77818	-2.40059e-09
1.77883	-2.40147e-09
1.77948	-2.40234e-09
1.78013	-2.40322e-09
1.78079	-2.40409e-09
1.78144	-2.40497e-09
1.78209	-2.40585e-09
1.78274	-2.40672e-09
1.78339	-2.4076e-09
1.78404	-2.40847e-09
1.78469	-2.40935e-09
1.78534	-2.41022e-09
1.78599	-2.4111e-09
1.78664	-2.41197e-09
1.78729	-2.41285e-09
1.78794	-2.41372e-09
1.78859	-2.4146e-09
1.78924	-2.41547e-09
1.7899	-2.41635e-09
1.79055	-2.41723e-09
1.7912	-2.4181e-09
1.79185	-2.41898e-09
1.7925	-2.41985e-09
1.79315	-2.42073e-09
1.7938	-2.4216e-09
1.79445	-2.42248e-09
1.7951	-2.42335e-09
1.79575	-2.42423e-09
1.7964	-2.4251e-09
1.79705	-2.42598e-09
1.7977	-2.42685e-09
1.79835	-2.42773e-09
1.79901	-2.42861e-09
1.79966	-2.42948e-09
1.80031	-2.43036e-09
1.80096	-2.43123e-09
1.80161	-2.43211e-09
1.80226	-2.43298e-09
1.80291	-2.43386e-09
1.80356	-2.43473e-09
1.80421	-2.43561e-09
1.80486	-2.43649e-09
1.80551	-2.43736e-09
1.80616	-2.43824e-09
1.80681	-2.43911e-09
1.80747	-2.43999e-09
1.80812	-2.44086e-09
1.80877	-2.44174e-09
1.80942	-2.44261e-09
1.81007	-2.44349e-09
1.81072	-2.44437e-09
1.81137	-2.44524e-09
1.81202	-2.44612e-09
1.81267	-2.44699e-09
1.81332	-2.44787e-09
1.81397	-2.44874e-09
1.81462	-2.44962e-09
1.81527	-2.4505e-09
1.81592	-2.45137e-09
1.81658	-2.45225e-09
1.81723	-2.45312e-09
1.81788	-2.454e-09
1.81853	-2.45487e-09
1.81918	-2.45575e-09
1.81983	-2.45663e-09
1.82048	-2.4575e-09
1.82113	-2.45838e-09
1.82178	-2.45925e-09
1.82243	-2.46013e-09
1.82308	-2.461e-09
1.82373	-2.46188e-09
1.82438	-2.46276e-09
1.82503	-2.46363e-09
1.82569	-2.46451e-09
1.82634	-2.46538e-09
1.82699	-2.46626e-09
1.82764	-2.46713e-09
1.82829	-2.46801e-09
1.82894	-2.46889e-09
1.82959	-2.46976e-09
1.83024	-2.47064e-09
1.83089	-2.47151e-09
1.83154	-2.47239e-09
1.83219	-2.47327e-09
1.83284	-2.47414e-09
1.83349	-2.47502e-09
1.83415	-2.47589e-09
1.8348	-2.47677e-09
1.83545	-2.47764e-09
1.8361	-2.47852e-09
1.83675	-2.4794e-09
1.8374	-2.48027e-09
1.83805	-2.48115e-09
1.8387	-2.48202e-09
1.83935	-2.4829e-09
1.84	-2.48378e-09
1.84065	-2.48465e-09
1.8413	-2.48553e-09
1.84195	-2.4864e-09
1.8426	-2.48728e-09
1.84326	-2.48816e-09
1.84391	-2.48903e-09
1.84456	-2.48991e-09
1.84521	-2.49078e-09
1.84586	-2.49166e-09
1.84651	-2.49254e-09
1.84716	-2.49341e-09
1.84781	-2.49429e-09
1.84846	-2.49516e-09
1.84911	-2.49604e-09
1.84976	-2.49692e-09
1.85041	-2.49779e-09
1.85106	-2.49867e-09
1.85171	-2.49954e-09
1.85237	-2.50042e-09
1.85302	-2.5013e-09
1.85367	-2.50217e-09
1.85432	-2.50305e-09
1.85497	-2.50392e-09
1.85562	-2.5048e-09
1.85627	-2.50568e-09
1.85692	-2.50655e-09
1.85757	-2.50743e-09
1.85822	-2.5083e-09
1.85887	-2.50918e-09
1.85952	-2.51006e-09
1.86017	-2.51093e-09
1.86083	-2.51181e-09
1.86148	-2.51268e-09
1.86213	-2.51356e-09
1.86278	-2.51444e-09
1.86343	-2.51531e-09
1.86408	-2.51619e-09
1.86473	-2.51706e-09
1.86538	-2.51794e-09
1.86603	-2.51882e-09
1.86668	-2.51969e-09
1.86733	-2.52057e-09
1.86798	-2.52144e-09
1.86863	-2.52232e-09
1.86928	-2.5232e-09
1.86994	-2.52407e-09
1.87059	-2.52495e-09
1.87124	-2.52582e-09
1.87189	-2.5267e-09
1.87254	-2.52758e-09
1.87319	-2.52845e-09
1.87384	-2.52933e-09
1.87449	-2.5302e-09
1.87514	-2.53108e-09
1.87579	-2.53196e-09
1.87644	-2.53283e-09
1.87709	-2.53371e-09
1.87774	-2.53459e-09
1.87839	-2.53546e-09
1.87905	-2.53634e-09
1.8797	-2.53721e-09
1.88035	-2.53809e-09
1.881	-2.53897e-09
1.88165	-2.53984e-09
1.8823	-2.54072e-09
1.88295	-2.54159e-09
1.8836	-2.54247e-09
1.88425	-2.54335e-09
1.8849	-2.54422e-09
1.88555	-2.5451e-09
1.8862	-2.54598e-09
1.88685	-2.54685e-09
1.88751	-2.54773e-09
1.88816	-2.5486e-09
1.88881	-2.54948e-09
1.88946	-2.55036e-09
1.89011	-2.55123e-09
1.89076	-2.55211e-09
1.89141	-2.55298e-09
1.89206	-2.55386e-09
1.89271	-2.55474e-09
1.89336	-2.55561e-09
1.89401	-2.55649e-09
1.89466	-2.55737e-09
1.89531	-2.55824e-09
1.89596	-2.55912e-09
1.89662	-2.55999e-09
1.89727	-2.56087e-09
1.89792	-2.56175e-09
1.89857	-2.56262e-09
1.89922	-2.5635e-09
1.89987	-2.56438e-09
1.90052	-2.56525e-09
1.90117	-2.56613e-09
1.90182	-2.567e-09
1.90247	-2.56788e-09
1.90312	-2.56876e-09
1.90377	-2.56963e-09
1.90442	-2.57051e-09
1.90507	-2.57139e-09
1.90573	-2.57226e-09
1.90638	-2.57314e-09
1.90703	-2.57401e-09
1.90768	-2.57489e-09
1.90833	-2.57577e-09
1.90898	-2.57664e-09
1.90963	-2.57752e-09
1.91028	-2.57839e-09
1.91093	-2.57927e-09
1.91158	-2.58015e-09
1.91223	-2.58102e-09
1.91288	-2.5819e-09
1.91353	-2.58278e-09
1.91419	-2.58365e-09
1.91484	-2.58453e-09
1.91549	-2.5854e-09
1.91614	-2.58628e-09
1.91679	-2.58716e-09
1.91744	-2.58803e-09
1.91809	-2.58891e-09
1.91874	-2.58979e-09
1.91939	-2.59066e-09
1.92004	-2.59154e-09
1.92069	-2.59241e-09
1.92134	-2.59329e-09
1.92199	-2.59417e-09
1.92264	-2.59504e-09
1.9233	-2.59592e-09
1.92395	-2.5968e-09
1.9246	-2.59767e-09
1.92525	-2.59855e-09
1.9259	-2.59943e-09
1.92655	-2.6003e-09
1.9272	-2.60118e-09
1.92785	-2.60205e-09
1.9285	-2.60293e-09
1.92915	-2.60381e-09
1.9298	-2.60468e-09
1.93045	-2.60556e-09
1.9311	-2.60644e-09
1.93175	-2.60731e-09
1.93241	-2.60819e-09
1.93306	-2.60906e-09
1.93371	-2.60994e-09
1.93436	-2.61082e-09
1.93501	-2.61169e-09
1.93566	-2.61257e-09
1.93631	-2.61345e-09
1.93696	-2.61432e-09
1.93761	-2.6152e-09
1.93826	-2.61607e-09
1.93891	-2.61695e-09
1.93956	-2.61783e-09
1.94021	-2.6187e-09
1.94087	-2.61958e-09
1.94152	-2.62046e-09
1.94217	-2.62133e-09
1.94282	-2.62221e-09
1.94347	-2.62308e-09
1.94412	-2.62396e-09
1.94477	-2.62484e-09
1.94542	-2.62571e-09
1.94607	-2.62659e-09
1.94672	-2.62747e-09
1.94737	-2.62834e-09
1.94802	-2.62922e-09
1.94867	-2.63009e-09
1.94932	-2.63097e-09
1.94998	-2.63185e-09
1.95063	-2.63272e-09
1.95128	-2.6336e-09
1.95193	-2.63448e-09
1.95258	-2.63535e-09
1.95323	-2.63623e-09
1.95388	-2.6371e-09
1.95453	-2.63798e-09
1.95518	-2.63886e-09
1.95583	-2.63973e-09
1.95648	-2.64061e-09
1.95713	-2.64148e-09
1.95778	-2.64236e-09
1.95843	-2.64324e-09
1.95909	-2.64411e-09
1.95974	-2.64499e-09
1.96039	-2.64587e-09
1.96104	-2.64674e-09
1.96169	-2.64762e-09
1.96234	-2.64849e-09
1.96299	-2.64937e-09
1.96364	-2.65025e-09
1.96429	-2.65112e-09
1.96494	-2.652e-09
1.96559	-2.65288e-09
1.96624	-2.65375e-09
1.96689	-2.65463e-09
1.96755	-2.6555e-09
1.9682	-2.65638e-09
1.96885	-2.65726e-09
1.9695	-2.65813e-09
1.97015	-2.65901e-09
1.9708	-2.65988e-09
1.97145	-2.66076e-09
1.9721	-2.66164e-09
1.97275	-2.66251e-09
1.9734	-2.66339e-09
1.97405	-2.66427e-09
1.9747	-2.66514e-09
1.97535	-2.66602e-09
1.976	-2.66689e-09
1.97666	-2.66777e-09
1.97731	-2.66865e-09
1.97796	-2.66952e-09
1.97861	-2.6704e-09
1.97926	-2.67127e-09
1.97991	-2.67215e-09
1.98056	-2.67303e-09
1.98121	-2.6739e-09
1.98186	-2.67478e-09
1.98251	-2.67565e-09
1.98316	-2.67653e-09
1.98381	-2.67741e-09
1.98446	-2.67828e-09
1.98511	-2.67916e-09
1.98577	-2.68004e-09
1.98642	-2.68091e-09
1.98707	-2.68179e-09
1.98772	-2.68266e-09
1.98837	-2.68354e-09
1.98902	-2.68442e-09
1.98967	-2.68529e-09
1.99032	-2.68617e-09
1.99097	-2.68704e-09
1.99162	-2.68792e-09
1.99227	-2.6888e-09
1.99292	-2.68967e-09
1.99357	-2.69055e-09
1.99423	-2.69142e-09
1.99488	-2.6923e-09
1.99553	-2.69318e-09
1.99618	-2.69405e-09
1.99683	-2.69493e-09
1.99748	-2.6958e-09
1.99813	-2.69668e-09
1.99878	-2.69756e-09
1.99943	-2.69843e-09
2.00008	-2.69931e-09
2.00073	-2.70018e-09
2.00138	-2.70106e-09
2.00203	-2.70194e-09
2.00268	-2.70281e-09
2.00334	-2.70369e-09
2.00399	-2.70456e-09
2.00464	-2.70544e-09
2.00529	-2.70632e-09
2.00594	-2.70719e-09
2.00659	-2.70807e-09
2.00724	-2.70894e-09
2.00789	-2.70982e-09
2.00854	-2.71069e-09
2.00919	-2.71157e-09
2.00984	-2.71245e-09
2.01049	-2.71332e-09
2.01114	-2.7142e-09
2.01179	-2.71507e-09
2.01245	-2.71595e-09
2.0131	-2.71683e-09
2.01375	-2.7177e-09
2.0144	-2.71858e-09
2.01505	-2.71945e-09
2.0157	-2.72033e-09
2.01635	-2.72121e-09
2.017	-2.72208e-09
2.01765	-2.72296e-09
2.0183	-2.72383e-09
2.01895	-2.72471e-09
2.0196	-2.72558e-09
2.02025	-2.72646e-09
2.02091	-2.72734e-09
2.02156	-2.72821e-09
2.02221	-2.72909e-09
2.02286	-2.72996e-09
2.02351	-2.73084e-09
2.02416	-2.73172e-09
2.02481	-2.73259e-09
2.02546	-2.73347e-09
2.02611	-2.73434e-09
2.02676	-2.73522e-09
2.02741	-2.73609e-09
2.02806	-2.73697e-09
2.02871	-2.73785e-09
2.02936	-2.73872e-09
2.03002	-2.7396e-09
2.03067	-2.74047e-09
2.03132	-2.74135e-09
2.03197	-2.74222e-09
2.03262	-2.7431e-09
2.03327	-2.74398e-09
2.03392	-2.74485e-09
2.03457	-2.74573e-09
2.03522	-2.7466e-09
2.03587	-2.74748e-09
2.03652	-2.74835e-09
2.03717	-2.74923e-09
2.03782	-2.75011e-09
2.03848	-2.75098e-09
2.03913	-2.75186e-09
2.03978	-2.75273e-09
2.04043	-2.75361e-09
2.04108	-2.75448e-09
2.04173	-2.75536e-09
2.04238	-2.75624e-09
2.04303	-2.75711e-09
2.04368	-2.75799e-09
2.04433	-2.75886e-09
2.04498	-2.75974e-09
2.04563	-2.76061e-09
2.04628	-2.76149e-09
2.04693	-2.76236e-09
2.04759	-2.76324e-09
2.04824	-2.76412e-09
2.04889	-2.76499e-09
2.04954	-2.76587e-09
2.05019	-2.76674e-09
2.05084	-2.76762e-09
2.05149	-2.76849e-09
2.05214	-2.76937e-09
2.05279	-2.77024e-09
2.05344	-2.77112e-09
2.05409	-2.772e-09
2.05474	-2.77287e-09
2.05539	-2.77375e-09
2.05604	-2.77462e-09
2.0567	-2.7755e-09
2.05735	-2.77637e-09
2.058	-2.77725e-09
2.05865	-2.77812e-09
2.0593	-2.779e-09
2.05995	-2.77987e-09
2.0606	-2.78075e-09
2.06125	-2.78163e-09
2.0619	-2.7825e-09
2.06255	-2.78338e-09
2.0632	-2.78425e-09
2.06385	-2.78513e-09
2.0645	-2.786e-09
2.06516	-2.78688e-09
2.06581	-2.78775e-09
2.06646	-2.78863e-09
2.06711	-2.7895e-09
2.06776	-2.79038e-09
2.06841	-2.79125e-09
2.06906	-2.79213e-09
2.06971	-2.793e-09
2.07036	-2.79388e-09
2.07101	-2.79476e-09
2.07166	-2.79563e-09
2.07231	-2.79651e-09
2.07296	-2.79738e-09
2.07361	-2.79826e-09
2.07427	-2.79913e-09
2.07492	-2.80001e-09
2.07557	-2.80088e-09
2.07622	-2.80176e-09
2.07687	-2.80263e-09
2.07752	-2.80351e-09
2.07817	-2.80438e-09
2.07882	-2.80526e-09
2.07947	-2.80613e-09
2.08012	-2.80701e-09
2.08077	-2.80788e-09
2.08142	-2.80876e-09
2.08207	-2.80963e-09
2.08272	-2.81051e-09
2.08338	-2.81138e-09
2.08403	-2.81226e-09
2.08468	-2.81313e-09
2.08533	-2.81401e-09
2.08598	-2.81488e-09
2.08663	-2.81576e-09
2.08728	-2.81663e-09
2.08793	-2.81751e-09
2.08858	-2.81839e-09
2.08923	-2.81926e-09
2.08988	-2.82014e-09
2.09053	-2.82101e-09
2.09118	-2.82189e-09
2.09184	-2.82276e-09
2.09249	-2.82364e-09
2.09314	-2.82451e-09
2.09379	-2.82539e-09
2.09444	-2.82626e-09
2.09509	-2.82713e-09
2.09574	-2.82801e-09
2.09639	-2.82888e-09
2.09704	-2.82976e-09
2.09769	-2.83063e-09
2.09834	-2.83151e-09
2.09899	-2.83238e-09
2.09964	-2.83326e-09
2.10029	-2.83413e-09
2.10095	-2.83501e-09
2.1016	-2.83588e-09
2.10225	-2.83676e-09
2.1029	-2.83763e-09
2.10355	-2.83851e-09
2.1042	-2.83938e-09
2.10485	-2.84026e-09
2.1055	-2.84113e-09
2.10615	-2.84201e-09
2.1068	-2.84288e-09
2.10745	-2.84376e-09
2.1081	-2.84463e-09
2.10875	-2.84551e-09
2.1094	-2.84638e-09
2.11006	-2.84726e-09
2.11071	-2.84813e-09
2.11136	-2.84901e-09
2.11201	-2.84988e-09
2.11266	-2.85075e-09
2.11331	-2.85163e-09
2.11396	-2.8525e-09
2.11461	-2.85338e-09
2.11526	-2.85425e-09
2.11591	-2.85513e-09
2.11656	-2.856e-09
2.11721	-2.85688e-09
2.11786	-2.85775e-09
2.11852	-2.85863e-09
2.11917	-2.8595e-09
2.11982	-2.86038e-09
2.12047	-2.86125e-09
2.12112	-2.86212e-09
2.12177	-2.863e-09
2.12242	-2.86387e-09
2.12307	-2.86475e-09
2.12372	-2.86562e-09
2.12437	-2.8665e-09
2.12502	-2.86737e-09
2.12567	-2.86825e-09
2.12632	-2.86912e-09
2.12697	-2.86999e-09
2.12763	-2.87087e-09
2.12828	-2.87174e-09
2.12893	-2.87262e-09
2.12958	-2.87349e-09
2.13023	-2.87437e-09
2.13088	-2.87524e-09
2.13153	-2.87611e-09
2.13218	-2.87699e-09
2.13283	-2.87786e-09
2.13348	-2.87874e-09
2.13413	-2.87961e-09
2.13478	-2.88049e-09
2.13543	-2.88136e-09
2.13608	-2.88223e-09
2.13674	-2.88311e-09
2.13739	-2.88398e-09
2.13804	-2.88486e-09
2.13869	-2.88573e-09
2.13934	-2.88661e-09
2.13999	-2.88748e-09
2.14064	-2.88835e-09
2.14129	-2.88923e-09
2.14194	-2.8901e-09
2.14259	-2.89098e-09
2.14324	-2.89185e-09
2.14389	-2.89272e-09
2.14454	-2.8936e-09
2.1452	-2.89447e-09
2.14585	-2.89535e-09
2.1465	-2.89622e-09
2.14715	-2.8971e-09
2.1478	-2.89797e-09
2.14845	-2.89884e-09
2.1491	-2.89972e-09
2.14975	-2.90059e-09
2.1504	-2.90147e-09
2.15105	-2.90234e-09
2.1517	-2.90321e-09
2.15235	-2.90409e-09
2.153	-2.90496e-09
2.15365	-2.90583e-09
2.15431	-2.90671e-09
2.15496	-2.90758e-09
2.15561	-2.90846e-09
2.15626	-2.90933e-09
2.15691	-2.9102e-09
2.15756	-2.91108e-09
2.15821	-2.91195e-09
2.15886	-2.91283e-09
2.15951	-2.9137e-09
2.16016	-2.91457e-09
2.16081	-2.91545e-09
2.16146	-2.91632e-09
2.16211	-2.91719e-09
2.16276	-2.91807e-09
2.16342	-2.91894e-09
2.16407	-2.91982e-09
2.16472	-2.92069e-09
2.16537	-2.92156e-09
2.16602	-2.92244e-09
2.16667	-2.92331e-09
2.16732	-2.92418e-09
2.16797	-2.92506e-09
2.16862	-2.92593e-09
2.16927	-2.9268e-09
2.16992	-2.92768e-09
2.17057	-2.92855e-09
2.17122	-2.92943e-09
2.17188	-2.9303e-09
2.17253	-2.93117e-09
2.17318	-2.93205e-09
2.17383	-2.93292e-09
2.17448	-2.93379e-09
2.17513	-2.93467e-09
2.17578	-2.93554e-09
2.17643	-2.93641e-09
2.17708	-2.93729e-09
2.17773	-2.93816e-09
2.17838	-2.93903e-09
2.17903	-2.93991e-09
2.17968	-2.94078e-09
2.18033	-2.94165e-09
2.18099	-2.94253e-09
2.18164	-2.9434e-09
2.18229	-2.94427e-09
2.18294	-2.94515e-09
2.18359	-2.94602e-09
2.18424	-2.94689e-09
2.18489	-2.94777e-09
2.18554	-2.94864e-09
2.18619	-2.94951e-09
2.18684	-2.95039e-09
2.18749	-2.95126e-09
2.18814	-2.95213e-09
2.18879	-2.95301e-09
2.18944	-2.95388e-09
2.1901	-2.95475e-09
2.19075	-2.95563e-09
2.1914	-2.9565e-09
2.19205	-2.95737e-09
2.1927	-2.95824e-09
2.19335	-2.95912e-09
2.194	-2.95999e-09
2.19465	-2.96086e-09
2.1953	-2.96174e-09
2.19595	-2.96261e-09
2.1966	-2.96348e-09
2.19725	-2.96436e-09
2.1979	-2.96523e-09
2.19856	-2.9661e-09
2.19921	-2.96697e-09
2.19986	-2.96785e-09
2.20051	-2.96872e-09
2.20116	-2.96959e-09
2.20181	-2.97047e-09
2.20246	-2.97134e-09
2.20311	-2.97221e-09
2.20376	-2.97308e-09
2.20441	-2.97396e-09
2.20506	-2.97483e-09
2.20571	-2.9757e-09
2.20636	-2.97658e-09
2.20701	-2.97745e-09
2.20767	-2.97832e-09
2.20832	-2.97919e-09
2.20897	-2.98007e-09
2.20962	-2.98094e-09
2.21027	-2.98181e-09
2.21092	-2.98269e-09
2.21157	-2.98356e-09
2.21222	-2.98443e-09
2.21287	-2.9853e-09
2.21352	-2.98618e-09
2.21417	-2.98705e-09
2.21482	-2.98792e-09
2.21547	-2.98879e-09
2.21612	-2.98967e-09
2.21678	-2.99054e-09
2.21743	-2.99141e-09
2.21808	-2.99228e-09
2.21873	-2.99316e-09
2.21938	-2.99403e-09
2.22003	-2.9949e-09
2.22068	-2.99577e-09
2.22133	-2.99665e-09
2.22198	-2.99752e-09
2.22263	-2.99839e-09
2.22328	-2.99926e-09
2.22393	-3.00014e-09
2.22458	-3.00101e-09
2.22524	-3.00188e-09
2.22589	-3.00275e-09
2.22654	-3.00363e-09
2.22719	-3.0045e-09
2.22784	-3.00537e-09
2.22849	-3.00624e-09
2.22914	-3.00711e-09
2.22979	-3.00799e-09
2.23044	-3.00886e-09
2.23109	-3.00973e-09
2.23174	-3.0106e-09
2.23239	-3.01148e-09
2.23304	-3.01235e-09
2.23369	-3.01322e-09
2.23435	-3.01409e-09
2.235	-3.01496e-09
2.23565	-3.01584e-09
2.2363	-3.01671e-09
2.23695	-3.01758e-09
2.2376	-3.01845e-09
2.23825	-3.01933e-09
2.2389	-3.0202e-09
2.23955	-3.02107e-09
2.2402	-3.02194e-09
2.24085	-3.02281e-09
2.2415	-3.02369e-09
2.24215	-3.02456e-09
2.2428	-3.02543e-09
2.24346	-3.0263e-09
2.24411	-3.02717e-09
2.24476	-3.02805e-09
2.24541	-3.02892e-09
2.24606	-3.02979e-09
2.24671	-3.03066e-09
2.24736	-3.03153e-09
2.24801	-3.03241e-09
2.24866	-3.03328e-09
2.24931	-3.03415e-09
2.24996	-3.03502e-09
2.25061	-3.03589e-09
2.25126	-3.03677e-09
2.25192	-3.03764e-09
2.25257	-3.03851e-09
2.25322	-3.03938e-09
2.25387	-3.04025e-09
2.25452	-3.04112e-09
2.25517	-3.042e-09
2.25582	-3.04287e-09
2.25647	-3.04374e-09
2.25712	-3.04461e-09
2.25777	-3.04548e-09
2.25842	-3.04636e-09
2.25907	-3.04723e-09
2.25972	-3.0481e-09
2.26037	-3.04897e-09
2.26103	-3.04984e-09
2.26168	-3.05071e-09
2.26233	-3.05159e-09
2.26298	-3.05246e-09
2.26363	-3.05333e-09
2.26428	-3.0542e-09
2.26493	-3.05507e-09
2.26558	-3.05594e-09
2.26623	-3.05682e-09
2.26688	-3.05769e-09
2.26753	-3.05856e-09
2.26818	-3.05943e-09
2.26883	-3.0603e-09
2.26948	-3.06117e-09
2.27014	-3.06205e-09
2.27079	-3.06292e-09
2.27144	-3.06379e-09
2.27209	-3.06466e-09
2.27274	-3.06553e-09
2.27339	-3.0664e-09
2.27404	-3.06728e-09
2.27469	-3.06815e-09
2.27534	-3.06902e-09
2.27599	-3.06989e-09
2.27664	-3.07076e-09
2.27729	-3.07163e-09
2.27794	-3.0725e-09
2.2786	-3.07338e-09
2.27925	-3.07425e-09
2.2799	-3.07512e-09
2.28055	-3.07599e-09
2.2812	-3.07686e-09
2.28185	-3.07773e-09
2.2825	-3.07861e-09
2.28315	-3.07948e-09
2.2838	-3.08035e-09
2.28445	-3.08122e-09
2.2851	-3.08209e-09
2.28575	-3.08296e-09
2.2864	-3.08383e-09
2.28705	-3.08471e-09
2.28771	-3.08558e-09
2.28836	-3.08645e-09
2.28901	-3.08732e-09
2.28966	-3.08819e-09
2.29031	-3.08906e-09
2.29096	-3.08994e-09
2.29161	-3.09081e-09
2.29226	-3.09168e-09
2.29291	-3.09255e-09
2.29356	-3.09342e-09
2.29421	-3.09429e-09
2.29486	-3.09516e-09
2.29551	-3.09604e-09
2.29616	-3.09691e-09
2.29682	-3.09778e-09
2.29747	-3.09865e-09
2.29812	-3.09952e-09
2.29877	-3.10039e-09
2.29942	-3.10127e-09
2.30007	-3.10214e-09
2.30072	-3.10301e-09
2.30137	-3.10388e-09
2.30202	-3.10475e-09
2.30267	-3.10562e-09
2.30332	-3.10649e-09
2.30397	-3.10737e-09
2.30462	-3.10824e-09
2.30528	-3.10911e-09
2.30593	-3.10998e-09
2.30658	-3.11085e-09
2.30723	-3.11172e-09
2.30788	-3.1126e-09
2.30853	-3.11347e-09
2.30918	-3.11434e-09
2.30983	-3.11521e-09
2.31048	-3.11608e-09
2.31113	-3.11695e-09
2.31178	-3.11783e-09
2.31243	-3.1187e-09
2.31308	-3.11957e-09
2.31373	-3.12044e-09
2.31439	-3.12131e-09
2.31504	-3.12219e-09
2.31569	-3.12306e-09
2.31634	-3.12393e-09
2.31699	-3.1248e-09
2.31764	-3.12567e-09
2.31829	-3.12654e-09
2.31894	-3.12742e-09
2.31959	-3.12829e-09
2.32024	-3.12916e-09
2.32089	-3.13003e-09
2.32154	-3.1309e-09
