x [um]	Ec	Ev	Ei	Efn	Efp
0.429214	0.303006	-0.816994	-0.256994	-0.0749298	-0.60359
0.429865	0.303006	-0.816994	-0.256994	-0.0748585	-0.60359
0.430516	0.303006	-0.816994	-0.256994	-0.0747873	-0.60359
0.431166	0.303007	-0.816993	-0.256993	-0.0747163	-0.60359
0.431817	0.303007	-0.816993	-0.256993	-0.0746455	-0.60359
0.432468	0.303007	-0.816993	-0.256993	-0.074575	-0.60359
0.433119	0.303007	-0.816993	-0.256993	-0.0745046	-0.60359
0.433769	0.303007	-0.816993	-0.256993	-0.0744344	-0.60359
0.43442	0.303007	-0.816993	-0.256993	-0.0743644	-0.60359
0.435071	0.303007	-0.816993	-0.256993	-0.0742945	-0.60359
0.435722	0.303008	-0.816992	-0.256992	-0.0742249	-0.60359
0.436372	0.303008	-0.816992	-0.256992	-0.0741555	-0.60359
0.437023	0.303008	-0.816992	-0.256992	-0.0740862	-0.60359
0.437674	0.303008	-0.816992	-0.256992	-0.0740171	-0.60359
0.438324	0.303008	-0.816992	-0.256992	-0.0739482	-0.60359
0.438975	0.303008	-0.816992	-0.256992	-0.0738795	-0.60359
0.439626	0.303008	-0.816992	-0.256992	-0.073811	-0.60359
0.440277	0.303008	-0.816992	-0.256992	-0.0737426	-0.60359
0.440927	0.303009	-0.816991	-0.256991	-0.0736745	-0.60359
0.441578	0.303009	-0.816991	-0.256991	-0.0736065	-0.60359
0.442229	0.303009	-0.816991	-0.256991	-0.0735387	-0.60359
0.44288	0.303009	-0.816991	-0.256991	-0.073471	-0.60359
0.44353	0.303009	-0.816991	-0.256991	-0.0734036	-0.60359
0.444181	0.303009	-0.816991	-0.256991	-0.0733363	-0.60359
0.444832	0.303009	-0.816991	-0.256991	-0.0732692	-0.60359
0.445483	0.30301	-0.81699	-0.25699	-0.0732022	-0.60359
0.446133	0.30301	-0.81699	-0.25699	-0.0731355	-0.60359
0.446784	0.30301	-0.81699	-0.25699	-0.0730689	-0.60359
0.447435	0.30301	-0.81699	-0.25699	-0.0730025	-0.60359
0.448085	0.30301	-0.81699	-0.25699	-0.0729362	-0.60359
0.448736	0.30301	-0.81699	-0.25699	-0.0728701	-0.60359
0.449387	0.30301	-0.81699	-0.25699	-0.0728042	-0.60359
0.450038	0.303011	-0.816989	-0.256989	-0.0727385	-0.60359
0.450688	0.303011	-0.816989	-0.256989	-0.0726729	-0.60359
0.451339	0.303011	-0.816989	-0.256989	-0.0726075	-0.60359
0.45199	0.303011	-0.816989	-0.256989	-0.0725422	-0.60359
0.452641	0.303011	-0.816989	-0.256989	-0.0724771	-0.603589
0.453291	0.303011	-0.816989	-0.256989	-0.0724122	-0.603589
