x [um]	Electric Field [V/cm]	Electric Field [V/cm]
1.81202	2.06431	2.06432
1.81267	2.06429	2.0643
1.81332	2.06426	2.06427
1.81397	2.06424	2.06425
1.81462	2.06422	2.06423
1.81527	2.0642	2.06421
1.81592	2.06418	2.06419
1.81658	2.06416	2.06417
1.81723	2.06414	2.06415
1.81788	2.06411	2.06412
1.81853	2.06409	2.0641
1.81918	2.06407	2.06408
1.81983	2.06405	2.06406
1.82048	2.06403	2.06404
1.82113	2.06401	2.06402
1.82178	2.06398	2.064
1.82243	2.06396	2.06397
1.82308	2.06394	2.06395
1.82373	2.06392	2.06393
1.82438	2.0639	2.06391
1.82503	2.06388	2.06389
1.82569	2.06386	2.06387
1.82634	2.06383	2.06385
1.82699	2.06381	2.06382
1.82764	2.06379	2.0638
1.82829	2.06377	2.06378
1.82894	2.06375	2.06376
1.82959	2.06373	2.06374
1.83024	2.06371	2.06372
1.83089	2.06368	2.06369
1.83154	2.06366	2.06367
1.83219	2.06364	2.06365
1.83284	2.06362	2.06363
1.83349	2.0636	2.06361
1.83415	2.06358	2.06359
1.8348	2.06355	2.06357
1.83545	2.06353	2.06354
1.8361	2.06351	2.06352
1.83675	2.06349	2.0635
1.8374	2.06347	2.06348
1.83805	2.06345	2.06346
1.8387	2.06343	2.06344
1.83935	2.0634	2.06342
1.84	2.06338	2.06339
1.84065	2.06336	2.06337
1.8413	2.06334	2.06335
1.84195	2.06332	2.06333
1.8426	2.0633	2.06331
1.84326	2.06328	2.06329
1.84391	2.06325	2.06326
1.84456	2.06323	2.06324
1.84521	2.06321	2.06322
1.84586	2.06319	2.0632
1.84651	2.06317	2.06318
1.84716	2.06315	2.06316
1.84781	2.06312	2.06314
1.84846	2.0631	2.06311
1.84911	2.06308	2.06309
1.84976	2.06306	2.06307
1.85041	2.06304	2.06305
1.85106	2.06302	2.06303
1.85171	2.063	2.06301
1.85237	2.06297	2.06298
1.85302	2.06295	2.06296
1.85367	2.06293	2.06294
1.85432	2.06291	2.06292
1.85497	2.06289	2.0629
1.85562	2.06287	2.06288
1.85627	2.06285	2.06286
1.85692	2.06282	2.06283
1.85757	2.0628	2.06281
1.85822	2.06278	2.06279
1.85887	2.06276	2.06277
1.85952	2.06274	2.06275
1.86017	2.06272	2.06273
1.86083	2.06269	2.06271
1.86148	2.06267	2.06268
1.86213	2.06265	2.06266
1.86278	2.06263	2.06264
1.86343	2.06261	2.06262
1.86408	2.06259	2.0626
1.86473	2.06257	2.06258
1.86538	2.06254	2.06255
1.86603	2.06252	2.06253
1.86668	2.0625	2.06251
1.86733	2.06248	2.06249
1.86798	2.06246	2.06247
1.86863	2.06244	2.06245
1.86928	2.06241	2.06243
1.86994	2.06239	2.0624
1.87059	2.06237	2.06238
1.87124	2.06235	2.06236
1.87189	2.06233	2.06234
1.87254	2.06231	2.06232
1.87319	2.06229	2.0623
1.87384	2.06226	2.06227
1.87449	2.06224	2.06225
1.87514	2.06222	2.06223
1.87579	2.0622	2.06221
1.87644	2.06218	2.06219
1.87709	2.06216	2.06217
1.87774	2.06213	2.06215
1.87839	2.06211	2.06212
1.87905	2.06209	2.0621
1.8797	2.06207	2.06208
1.88035	2.06205	2.06206
1.881	2.06203	2.06204
1.88165	2.06201	2.06202
1.8823	2.06198	2.06199
1.88295	2.06196	2.06197
1.8836	2.06194	2.06195
1.88425	2.06192	2.06193
1.8849	2.0619	2.06191
1.88555	2.06188	2.06189
1.8862	2.06185	2.06187
1.88685	2.06183	2.06184
1.88751	2.06181	2.06182
1.88816	2.06179	2.0618
1.88881	2.06177	2.06178
1.88946	2.06175	2.06176
1.89011	2.06173	2.06174
1.89076	2.0617	2.06171
1.89141	2.06168	2.06169
1.89206	2.06166	2.06167
1.89271	2.06164	2.06165
1.89336	2.06162	2.06163
1.89401	2.0616	2.06161
1.89466	2.06157	2.06159
1.89531	2.06155	2.06156
1.89596	2.06153	2.06154
1.89662	2.06151	2.06152
1.89727	2.06149	2.0615
1.89792	2.06147	2.06148
1.89857	2.06145	2.06146
1.89922	2.06142	2.06143
1.89987	2.0614	2.06141
1.90052	2.06138	2.06139
1.90117	2.06136	2.06137
1.90182	2.06134	2.06135
1.90247	2.06132	2.06133
1.90312	2.06129	2.06131
1.90377	2.06127	2.06128
1.90442	2.06125	2.06126
1.90507	2.06123	2.06124
1.90573	2.06121	2.06122
1.90638	2.06119	2.0612
1.90703	2.06117	2.06118
1.90768	2.06114	2.06115
1.90833	2.06112	2.06113
1.90898	2.0611	2.06111
1.90963	2.06108	2.06109
1.91028	2.06106	2.06107
1.91093	2.06104	2.06105
1.91158	2.06101	2.06103
1.91223	2.06099	2.061
1.91288	2.06097	2.06098
1.91353	2.06095	2.06096
1.91419	2.06093	2.06094
1.91484	2.06091	2.06092
1.91549	2.06089	2.0609
1.91614	2.06086	2.06087
1.91679	2.06084	2.06085
1.91744	2.06082	2.06083
1.91809	2.0608	2.06081
1.91874	2.06078	2.06079
1.91939	2.06076	2.06077
1.92004	2.06073	2.06074
1.92069	2.06071	2.06072
1.92134	2.06069	2.0607
1.92199	2.06067	2.06068
1.92264	2.06065	2.06066
1.9233	2.06063	2.06064
1.92395	2.0606	2.06062
1.9246	2.06058	2.06059
1.92525	2.06056	2.06057
1.9259	2.06054	2.06055
1.92655	2.06052	2.06053
1.9272	2.0605	2.06051
1.92785	2.06048	2.06049
1.9285	2.06045	2.06046
1.92915	2.06043	2.06044
1.9298	2.06041	2.06042
1.93045	2.06039	2.0604
1.9311	2.06037	2.06038
1.93175	2.06035	2.06036
1.93241	2.06032	2.06034
1.93306	2.0603	2.06031
1.93371	2.06028	2.06029
1.93436	2.06026	2.06027
1.93501	2.06024	2.06025
1.93566	2.06022	2.06023
1.93631	2.06019	2.06021
1.93696	2.06017	2.06018
1.93761	2.06015	2.06016
1.93826	2.06013	2.06014
1.93891	2.06011	2.06012
1.93956	2.06009	2.0601
1.94021	2.06007	2.06008
1.94087	2.06004	2.06005
1.94152	2.06002	2.06003
1.94217	2.06	2.06001
1.94282	2.05998	2.05999
1.94347	2.05996	2.05997
1.94412	2.05994	2.05995
1.94477	2.05991	2.05992
1.94542	2.05989	2.0599
1.94607	2.05987	2.05988
1.94672	2.05985	2.05986
1.94737	2.05983	2.05984
1.94802	2.05981	2.05982
1.94867	2.05978	2.0598
1.94932	2.05976	2.05977
1.94998	2.05974	2.05975
1.95063	2.05972	2.05973
1.95128	2.0597	2.05971
1.95193	2.05968	2.05969
1.95258	2.05966	2.05967
1.95323	2.05963	2.05964
1.95388	2.05961	2.05962
1.95453	2.05959	2.0596
1.95518	2.05957	2.05958
1.95583	2.05955	2.05956
1.95648	2.05953	2.05954
1.95713	2.0595	2.05951
1.95778	2.05948	2.05949
1.95843	2.05946	2.05947
1.95909	2.05944	2.05945
1.95974	2.05942	2.05943
1.96039	2.0594	2.05941
1.96104	2.05937	2.05939
1.96169	2.05935	2.05936
1.96234	2.05933	2.05934
1.96299	2.05931	2.05932
1.96364	2.05929	2.0593
1.96429	2.05927	2.05928
1.96494	2.05924	2.05926
1.96559	2.05922	2.05923
1.96624	2.0592	2.05921
1.96689	2.05918	2.05919
1.96755	2.05916	2.05917
1.9682	2.05914	2.05915
1.96885	2.05912	2.05913
1.9695	2.05909	2.0591
1.97015	2.05907	2.05908
1.9708	2.05905	2.05906
1.97145	2.05903	2.05904
1.9721	2.05901	2.05902
1.97275	2.05899	2.059
1.9734	2.05896	2.05897
1.97405	2.05894	2.05895
1.9747	2.05892	2.05893
1.97535	2.0589	2.05891
1.976	2.05888	2.05889
1.97666	2.05886	2.05887
1.97731	2.05883	2.05884
1.97796	2.05881	2.05882
1.97861	2.05879	2.0588
1.97926	2.05877	2.05878
1.97991	2.05875	2.05876
1.98056	2.05873	2.05874
1.98121	2.0587	2.05872
1.98186	2.05868	2.05869
1.98251	2.05866	2.05867
1.98316	2.05864	2.05865
1.98381	2.05862	2.05863
1.98446	2.0586	2.05861
1.98511	2.05857	2.05859
1.98577	2.05855	2.05856
1.98642	2.05853	2.05854
1.98707	2.05851	2.05852
1.98772	2.05849	2.0585
1.98837	2.05847	2.05848
1.98902	2.05844	2.05846
1.98967	2.05842	2.05843
1.99032	2.0584	2.05841
1.99097	2.05838	2.05839
1.99162	2.05836	2.05837
1.99227	2.05834	2.05835
1.99292	2.05832	2.05833
1.99357	2.05829	2.0583
1.99423	2.05827	2.05828
1.99488	2.05825	2.05826
1.99553	2.05823	2.05824
1.99618	2.05821	2.05822
1.99683	2.05819	2.0582
1.99748	2.05816	2.05817
1.99813	2.05814	2.05815
1.99878	2.05812	2.05813
1.99943	2.0581	2.05811
2.00008	2.05808	2.05809
2.00073	2.05806	2.05807
2.00138	2.05803	2.05804
2.00203	2.05801	2.05802
2.00268	2.05799	2.058
2.00334	2.05797	2.05798
2.00399	2.05795	2.05796
2.00464	2.05793	2.05794
2.00529	2.0579	2.05791
2.00594	2.05788	2.05789
2.00659	2.05786	2.05787
2.00724	2.05784	2.05785
2.00789	2.05782	2.05783
2.00854	2.0578	2.05781
2.00919	2.05777	2.05779
2.00984	2.05775	2.05776
2.01049	2.05773	2.05774
2.01114	2.05771	2.05772
2.01179	2.05769	2.0577
2.01245	2.05767	2.05768
2.0131	2.05764	2.05766
2.01375	2.05762	2.05763
2.0144	2.0576	2.05761
2.01505	2.05758	2.05759
2.0157	2.05756	2.05757
2.01635	2.05754	2.05755
2.017	2.05751	2.05753
2.01765	2.05749	2.0575
2.0183	2.05747	2.05748
2.01895	2.05745	2.05746
2.0196	2.05743	2.05744
2.02025	2.05741	2.05742
2.02091	2.05738	2.0574
2.02156	2.05736	2.05737
2.02221	2.05734	2.05735
2.02286	2.05732	2.05733
2.02351	2.0573	2.05731
2.02416	2.05728	2.05729
2.02481	2.05725	2.05727
2.02546	2.05723	2.05724
2.02611	2.05721	2.05722
2.02676	2.05719	2.0572
2.02741	2.05717	2.05718
2.02806	2.05715	2.05716
2.02871	2.05712	2.05714
2.02936	2.0571	2.05711
2.03002	2.05708	2.05709
2.03067	2.05706	2.05707
2.03132	2.05704	2.05705
2.03197	2.05702	2.05703
2.03262	2.05699	2.05701
2.03327	2.05697	2.05698
2.03392	2.05695	2.05696
2.03457	2.05693	2.05694
2.03522	2.05691	2.05692
2.03587	2.05689	2.0569
2.03652	2.05686	2.05688
2.03717	2.05684	2.05685
2.03782	2.05682	2.05683
2.03848	2.0568	2.05681
2.03913	2.05678	2.05679
2.03978	2.05676	2.05677
2.04043	2.05673	2.05675
2.04108	2.05671	2.05672
2.04173	2.05669	2.0567
2.04238	2.05667	2.05668
2.04303	2.05665	2.05666
2.04368	2.05663	2.05664
2.04433	2.0566	2.05662
2.04498	2.05658	2.05659
2.04563	2.05656	2.05657
2.04628	2.05654	2.05655
2.04693	2.05652	2.05653
2.04759	2.0565	2.05651
2.04824	2.05647	2.05649
2.04889	2.05645	2.05646
2.04954	2.05643	2.05644
2.05019	2.05641	2.05642
2.05084	2.05639	2.0564
2.05149	2.05637	2.05638
2.05214	2.05634	2.05636
2.05279	2.05632	2.05633
2.05344	2.0563	2.05631
2.05409	2.05628	2.05629
2.05474	2.05626	2.05627
2.05539	2.05624	2.05625
2.05604	2.05621	2.05623
2.0567	2.05619	2.0562
2.05735	2.05617	2.05618
2.058	2.05615	2.05616
2.05865	2.05613	2.05614
2.0593	2.05611	2.05612
2.05995	2.05608	2.0561
2.0606	2.05606	2.05607
2.06125	2.05604	2.05605
2.0619	2.05602	2.05603
2.06255	2.056	2.05601
2.0632	2.05598	2.05599
2.06385	2.05595	2.05597
2.0645	2.05593	2.05594
2.06516	2.05591	2.05592
2.06581	2.05589	2.0559
2.06646	2.05587	2.05588
2.06711	2.05585	2.05586
2.06776	2.05582	2.05584
2.06841	2.0558	2.05581
2.06906	2.05578	2.05579
2.06971	2.05576	2.05577
2.07036	2.05574	2.05575
2.07101	2.05572	2.05573
2.07166	2.05569	2.05571
2.07231	2.05567	2.05568
2.07296	2.05565	2.05566
2.07361	2.05563	2.05564
2.07427	2.05561	2.05562
2.07492	2.05559	2.0556
2.07557	2.05556	2.05558
2.07622	2.05554	2.05555
2.07687	2.05552	2.05553
2.07752	2.0555	2.05551
2.07817	2.05548	2.05549
2.07882	2.05546	2.05547
2.07947	2.05543	2.05544
2.08012	2.05541	2.05542
2.08077	2.05539	2.0554
2.08142	2.05537	2.05538
2.08207	2.05535	2.05536
2.08272	2.05533	2.05534
2.08338	2.0553	2.05531
2.08403	2.05528	2.05529
2.08468	2.05526	2.05527
2.08533	2.05524	2.05525
2.08598	2.05522	2.05523
2.08663	2.0552	2.05521
2.08728	2.05517	2.05518
2.08793	2.05515	2.05516
2.08858	2.05513	2.05514
2.08923	2.05511	2.05512
2.08988	2.05509	2.0551
2.09053	2.05507	2.05508
2.09118	2.05504	2.05505
2.09184	2.05502	2.05503
2.09249	2.055	2.05501
2.09314	2.05498	2.05499
2.09379	2.05496	2.05497
2.09444	2.05493	2.05495
2.09509	2.05491	2.05492
2.09574	2.05489	2.0549
2.09639	2.05487	2.05488
2.09704	2.05485	2.05486
2.09769	2.05483	2.05484
2.09834	2.0548	2.05482
2.09899	2.05478	2.05479
2.09964	2.05476	2.05477
2.10029	2.05474	2.05475
2.10095	2.05472	2.05473
2.1016	2.0547	2.05471
2.10225	2.05467	2.05469
2.1029	2.05465	2.05466
2.10355	2.05463	2.05464
2.1042	2.05461	2.05462
2.10485	2.05459	2.0546
2.1055	2.05457	2.05458
2.10615	2.05454	2.05455
2.1068	2.05452	2.05453
2.10745	2.0545	2.05451
2.1081	2.05448	2.05449
2.10875	2.05446	2.05447
2.1094	2.05444	2.05445
2.11006	2.05441	2.05442
2.11071	2.05439	2.0544
2.11136	2.05437	2.05438
2.11201	2.05435	2.05436
2.11266	2.05433	2.05434
2.11331	2.0543	2.05432
2.11396	2.05428	2.05429
2.11461	2.05426	2.05427
2.11526	2.05424	2.05425
2.11591	2.05422	2.05423
2.11656	2.0542	2.05421
2.11721	2.05417	2.05419
2.11786	2.05415	2.05416
2.11852	2.05413	2.05414
2.11917	2.05411	2.05412
2.11982	2.05409	2.0541
2.12047	2.05407	2.05408
2.12112	2.05404	2.05406
2.12177	2.05402	2.05403
2.12242	2.054	2.05401
2.12307	2.05398	2.05399
2.12372	2.05396	2.05397
2.12437	2.05394	2.05395
2.12502	2.05391	2.05392
2.12567	2.05389	2.0539
2.12632	2.05387	2.05388
2.12697	2.05385	2.05386
2.12763	2.05383	2.05384
2.12828	2.05381	2.05382
2.12893	2.05378	2.05379
2.12958	2.05376	2.05377
2.13023	2.05374	2.05375
2.13088	2.05372	2.05373
2.13153	2.0537	2.05371
2.13218	2.05367	2.05369
2.13283	2.05365	2.05366
2.13348	2.05363	2.05364
2.13413	2.05361	2.05362
2.13478	2.05359	2.0536
2.13543	2.05357	2.05358
2.13608	2.05354	2.05356
2.13674	2.05352	2.05353
2.13739	2.0535	2.05351
2.13804	2.05348	2.05349
2.13869	2.05346	2.05347
2.13934	2.05344	2.05345
2.13999	2.05341	2.05342
2.14064	2.05339	2.0534
2.14129	2.05337	2.05338
2.14194	2.05335	2.05336
2.14259	2.05333	2.05334
2.14324	2.0533	2.05332
2.14389	2.05328	2.05329
2.14454	2.05326	2.05327
2.1452	2.05324	2.05325
2.14585	2.05322	2.05323
2.1465	2.0532	2.05321
2.14715	2.05317	2.05319
2.1478	2.05315	2.05316
2.14845	2.05313	2.05314
2.1491	2.05311	2.05312
2.14975	2.05309	2.0531
2.1504	2.05307	2.05308
2.15105	2.05304	2.05305
2.1517	2.05302	2.05303
2.15235	2.053	2.05301
2.153	2.05298	2.05299
2.15365	2.05296	2.05297
2.15431	2.05294	2.05295
2.15496	2.05291	2.05292
2.15561	2.05289	2.0529
2.15626	2.05287	2.05288
2.15691	2.05285	2.05286
2.15756	2.05283	2.05284
2.15821	2.0528	2.05282
2.15886	2.05278	2.05279
2.15951	2.05276	2.05277
2.16016	2.05274	2.05275
2.16081	2.05272	2.05273
2.16146	2.0527	2.05271
2.16211	2.05267	2.05268
2.16276	2.05265	2.05266
2.16342	2.05263	2.05264
2.16407	2.05261	2.05262
2.16472	2.05259	2.0526
2.16537	2.05257	2.05258
2.16602	2.05254	2.05255
2.16667	2.05252	2.05253
2.16732	2.0525	2.05251
2.16797	2.05248	2.05249
2.16862	2.05246	2.05247
2.16927	2.05243	2.05245
2.16992	2.05241	2.05242
2.17057	2.05239	2.0524
2.17122	2.05237	2.05238
2.17188	2.05235	2.05236
2.17253	2.05233	2.05234
2.17318	2.0523	2.05231
2.17383	2.05228	2.05229
2.17448	2.05226	2.05227
2.17513	2.05224	2.05225
2.17578	2.05222	2.05223
2.17643	2.05219	2.05221
2.17708	2.05217	2.05218
2.17773	2.05215	2.05216
2.17838	2.05213	2.05214
2.17903	2.05211	2.05212
2.17968	2.05209	2.0521
2.18033	2.05206	2.05208
2.18099	2.05204	2.05205
2.18164	2.05202	2.05203
2.18229	2.052	2.05201
2.18294	2.05198	2.05199
2.18359	2.05196	2.05197
2.18424	2.05193	2.05194
2.18489	2.05191	2.05192
2.18554	2.05189	2.0519
2.18619	2.05187	2.05188
2.18684	2.05185	2.05186
2.18749	2.05182	2.05184
2.18814	2.0518	2.05181
2.18879	2.05178	2.05179
2.18944	2.05176	2.05177
2.1901	2.05174	2.05175
2.19075	2.05172	2.05173
2.1914	2.05169	2.0517
2.19205	2.05167	2.05168
2.1927	2.05165	2.05166
2.19335	2.05163	2.05164
2.194	2.05161	2.05162
2.19465	2.05158	2.0516
2.1953	2.05156	2.05157
2.19595	2.05154	2.05155
2.1966	2.05152	2.05153
2.19725	2.0515	2.05151
2.1979	2.05148	2.05149
2.19856	2.05145	2.05147
2.19921	2.05143	2.05144
2.19986	2.05141	2.05142
2.20051	2.05139	2.0514
2.20116	2.05137	2.05138
2.20181	2.05135	2.05136
2.20246	2.05132	2.05133
2.20311	2.0513	2.05131
2.20376	2.05128	2.05129
2.20441	2.05126	2.05127
2.20506	2.05124	2.05125
2.20571	2.05121	2.05123
2.20636	2.05119	2.0512
2.20701	2.05117	2.05118
2.20767	2.05115	2.05116
2.20832	2.05113	2.05114
2.20897	2.05111	2.05112
2.20962	2.05108	2.05109
2.21027	2.05106	2.05107
2.21092	2.05104	2.05105
2.21157	2.05102	2.05103
2.21222	2.051	2.05101
2.21287	2.05097	2.05099
2.21352	2.05095	2.05096
2.21417	2.05093	2.05094
2.21482	2.05091	2.05092
2.21547	2.05089	2.0509
2.21612	2.05087	2.05088
2.21678	2.05084	2.05085
2.21743	2.05082	2.05083
2.21808	2.0508	2.05081
2.21873	2.05078	2.05079
2.21938	2.05076	2.05077
2.22003	2.05073	2.05075
2.22068	2.05071	2.05072
2.22133	2.05069	2.0507
2.22198	2.05067	2.05068
2.22263	2.05065	2.05066
2.22328	2.05063	2.05064
2.22393	2.0506	2.05061
2.22458	2.05058	2.05059
2.22524	2.05056	2.05057
2.22589	2.05054	2.05055
2.22654	2.05052	2.05053
2.22719	2.05049	2.05051
2.22784	2.05047	2.05048
2.22849	2.05045	2.05046
2.22914	2.05043	2.05044
2.22979	2.05041	2.05042
2.23044	2.05039	2.0504
2.23109	2.05036	2.05037
2.23174	2.05034	2.05035
2.23239	2.05032	2.05033
2.23304	2.0503	2.05031
2.23369	2.05028	2.05029
2.23435	2.05025	2.05027
2.235	2.05023	2.05024
2.23565	2.05021	2.05022
2.2363	2.05019	2.0502
2.23695	2.05017	2.05018
2.2376	2.05015	2.05016
2.23825	2.05012	2.05013
2.2389	2.0501	2.05011
2.23955	2.05008	2.05009
2.2402	2.05006	2.05007
2.24085	2.05004	2.05005
2.2415	2.05001	2.05003
2.24215	2.04999	2.05
2.2428	2.04997	2.04998
2.24346	2.04995	2.04996
2.24411	2.04993	2.04994
2.24476	2.04991	2.04992
2.24541	2.04988	2.04989
2.24606	2.04986	2.04987
2.24671	2.04984	2.04985
2.24736	2.04982	2.04983
2.24801	2.0498	2.04981
2.24866	2.04977	2.04979
2.24931	2.04975	2.04976
2.24996	2.04973	2.04974
2.25061	2.04971	2.04972
2.25126	2.04969	2.0497
2.25192	2.04966	2.04968
2.25257	2.04964	2.04965
2.25322	2.04962	2.04963
2.25387	2.0496	2.04961
2.25452	2.04958	2.04959
2.25517	2.04956	2.04957
2.25582	2.04953	2.04954
2.25647	2.04951	2.04952
2.25712	2.04949	2.0495
2.25777	2.04947	2.04948
2.25842	2.04945	2.04946
2.25907	2.04942	2.04944
2.25972	2.0494	2.04941
2.26037	2.04938	2.04939
2.26103	2.04936	2.04937
2.26168	2.04934	2.04935
2.26233	2.04932	2.04933
2.26298	2.04929	2.0493
2.26363	2.04927	2.04928
2.26428	2.04925	2.04926
2.26493	2.04923	2.04924
2.26558	2.04921	2.04922
2.26623	2.04918	2.0492
2.26688	2.04916	2.04917
2.26753	2.04914	2.04915
2.26818	2.04912	2.04913
2.26883	2.0491	2.04911
2.26948	2.04907	2.04909
2.27014	2.04905	2.04906
2.27079	2.04903	2.04904
2.27144	2.04901	2.04902
2.27209	2.04899	2.049
2.27274	2.04897	2.04898
2.27339	2.04894	2.04895
2.27404	2.04892	2.04893
2.27469	2.0489	2.04891
2.27534	2.04888	2.04889
2.27599	2.04886	2.04887
2.27664	2.04883	2.04885
2.27729	2.04881	2.04882
2.27794	2.04879	2.0488
2.2786	2.04877	2.04878
2.27925	2.04875	2.04876
2.2799	2.04873	2.04874
2.28055	2.0487	2.04871
2.2812	2.04868	2.04869
2.28185	2.04866	2.04867
2.2825	2.04864	2.04865
2.28315	2.04862	2.04863
2.2838	2.04859	2.0486
2.28445	2.04857	2.04858
2.2851	2.04855	2.04856
2.28575	2.04853	2.04854
2.2864	2.04851	2.04852
2.28705	2.04848	2.0485
2.28771	2.04846	2.04847
2.28836	2.04844	2.04845
2.28901	2.04842	2.04843
2.28966	2.0484	2.04841
2.29031	2.04838	2.04839
2.29096	2.04835	2.04836
2.29161	2.04833	2.04834
2.29226	2.04831	2.04832
2.29291	2.04829	2.0483
2.29356	2.04827	2.04828
2.29421	2.04824	2.04825
2.29486	2.04822	2.04823
2.29551	2.0482	2.04821
2.29616	2.04818	2.04819
2.29682	2.04816	2.04817
2.29747	2.04813	2.04815
2.29812	2.04811	2.04812
2.29877	2.04809	2.0481
2.29942	2.04807	2.04808
2.30007	2.04805	2.04806
2.30072	2.04803	2.04804
2.30137	2.048	2.04801
2.30202	2.04798	2.04799
2.30267	2.04796	2.04797
2.30332	2.04794	2.04795
2.30397	2.04792	2.04793
2.30462	2.04789	2.0479
2.30528	2.04787	2.04788
2.30593	2.04785	2.04786
2.30658	2.04783	2.04784
2.30723	2.04781	2.04782
2.30788	2.04778	2.0478
2.30853	2.04776	2.04777
2.30918	2.04774	2.04775
2.30983	2.04772	2.04773
2.31048	2.0477	2.04771
2.31113	2.04767	2.04769
2.31178	2.04765	2.04766
2.31243	2.04763	2.04764
2.31308	2.04761	2.04762
2.31373	2.04759	2.0476
2.31439	2.04757	2.04758
2.31504	2.04754	2.04755
2.31569	2.04752	2.04753
2.31634	2.0475	2.04751
2.31699	2.04748	2.04749
2.31764	2.04746	2.04747
2.31829	2.04743	2.04744
2.31894	2.04741	2.04742
2.31959	2.04739	2.0474
2.32024	2.04737	2.04738
2.32089	2.04735	2.04736
2.32154	2.04732	2.04734
2.32219	2.0473	2.04731
2.32285	2.04728	2.04729
2.3235	2.04726	2.04727
2.32415	2.04724	2.04725
2.3248	2.04721	2.04723
2.32545	2.04719	2.0472
2.3261	2.04717	2.04718
2.32675	2.04715	2.04716
2.3274	2.04713	2.04714
2.32805	2.04711	2.04712
2.3287	2.04708	2.04709
2.32935	2.04706	2.04707
2.33	2.04704	2.04705
2.33065	2.04702	2.04703
2.3313	2.047	2.04701
2.33196	2.04697	2.04698
2.33261	2.04695	2.04696
2.33326	2.04693	2.04694
2.33391	2.04691	2.04692
2.33456	2.04689	2.0469
2.33521	2.04686	2.04688
2.33586	2.04684	2.04685
2.33651	2.04682	2.04683
2.33716	2.0468	2.04681
2.33781	2.04678	2.04679
2.33846	2.04675	2.04677
2.33911	2.04673	2.04674
2.33976	2.04671	2.04672
2.34041	2.04669	2.0467
2.34107	2.04667	2.04668
2.34172	2.04664	2.04666
2.34237	2.04662	2.04663
2.34302	2.0466	2.04661
2.34367	2.04658	2.04659
2.34432	2.04656	2.04657
2.34497	2.04654	2.04655
2.34562	2.04651	2.04652
2.34627	2.04649	2.0465
2.34692	2.04647	2.04648
2.34757	2.04645	2.04646
2.34822	2.04643	2.04644
2.34887	2.0464	2.04641
2.34953	2.04638	2.04639
2.35018	2.04636	2.04637
2.35083	2.04634	2.04635
2.35148	2.04632	2.04633
2.35213	2.04629	2.0463
2.35278	2.04627	2.04628
2.35343	2.04625	2.04626
2.35408	2.04623	2.04624
2.35473	2.04621	2.04622
2.35538	2.04618	2.04619
2.35603	2.04616	2.04617
2.35668	2.04614	2.04615
2.35733	2.04612	2.04613
2.35798	2.0461	2.04611
2.35864	2.04607	2.04609
2.35929	2.04605	2.04606
2.35994	2.04603	2.04604
2.36059	2.04601	2.04602
2.36124	2.04599	2.046
2.36189	2.04596	2.04598
2.36254	2.04594	2.04595
2.36319	2.04592	2.04593
2.36384	2.0459	2.04591
2.36449	2.04588	2.04589
2.36514	2.04585	2.04587
2.36579	2.04583	2.04584
2.36644	2.04581	2.04582
2.36709	2.04579	2.0458
2.36775	2.04577	2.04578
2.3684	2.04574	2.04576
2.36905	2.04572	2.04573
2.3697	2.0457	2.04571
2.37035	2.04568	2.04569
2.371	2.04566	2.04567
2.37165	2.04563	2.04565
2.3723	2.04561	2.04562
2.37295	2.04559	2.0456
2.3736	2.04557	2.04558
2.37425	2.04555	2.04556
2.3749	2.04552	2.04554
2.37555	2.0455	2.04551
2.37621	2.04548	2.04549
2.37686	2.04546	2.04547
2.37751	2.04544	2.04545
2.37816	2.04541	2.04543
2.37881	2.04539	2.0454
2.37946	2.04537	2.04538
2.38011	2.04535	2.04536
2.38076	2.04533	2.04534
2.38141	2.0453	2.04532
2.38206	2.04528	2.04529
2.38271	2.04526	2.04527
2.38336	2.04524	2.04525
2.38401	2.04522	2.04523
2.38466	2.04519	2.04521
2.38532	2.04517	2.04518
2.38597	2.04515	2.04516
2.38662	2.04513	2.04514
2.38727	2.04511	2.04512
2.38792	2.04508	2.0451
2.38857	2.04506	2.04507
2.38922	2.04504	2.04505
2.38987	2.04502	2.04503
2.39052	2.045	2.04501
2.39117	2.04497	2.04499
2.39182	2.04495	2.04496
2.39247	2.04493	2.04494
2.39312	2.04491	2.04492
2.39377	2.04489	2.0449
2.39443	2.04486	2.04488
2.39508	2.04484	2.04485
2.39573	2.04482	2.04483
2.39638	2.0448	2.04481
2.39703	2.04478	2.04479
2.39768	2.04475	2.04477
2.39833	2.04473	2.04474
2.39898	2.04471	2.04472
2.39963	2.04469	2.0447
2.40028	2.04467	2.04468
2.40093	2.04464	2.04466
2.40158	2.04462	2.04463
2.40223	2.0446	2.04461
2.40289	2.04458	2.04459
2.40354	2.04456	2.04457
2.40419	2.04453	2.04455
2.40484	2.04451	2.04452
2.40549	2.04449	2.0445
2.40614	2.04447	2.04448
2.40679	2.04445	2.04446
2.40744	2.04442	2.04443
2.40809	2.0444	2.04441
2.40874	2.04438	2.04439
2.40939	2.04436	2.04437
2.41004	2.04434	2.04435
2.41069	2.04431	2.04432
2.41134	2.04429	2.0443
2.412	2.04427	2.04428
2.41265	2.04425	2.04426
2.4133	2.04423	2.04424
2.41395	2.0442	2.04421
2.4146	2.04418	2.04419
2.41525	2.04416	2.04417
2.4159	2.04414	2.04415
2.41655	2.04411	2.04413
2.4172	2.04409	2.0441
2.41785	2.04407	2.04408
2.4185	2.04405	2.04406
