x [um]	Electric Field [V/cm]	Electric Field [V/cm]
3.16164	-758.154	-752.29
3.16229	-770.059	-764.107
3.16294	-782.144	-776.102
3.16359	-794.41	-788.277
3.16424	-806.86	-800.635
3.16489	-819.497	-813.178
3.16554	-832.323	-825.91
3.16619	-845.34	-838.832
3.16684	-858.553	-851.947
3.1675	-871.962	-865.257
3.16815	-885.57	-878.766
3.1688	-899.382	-892.476
3.16945	-913.398	-906.39
3.1701	-927.622	-920.51
3.17075	-942.056	-934.839
3.1714	-956.704	-949.38
3.17205	-971.568	-964.136
3.1727	-986.651	-979.11
3.17335	-1001.96	-994.304
3.174	-1017.49	-1009.72
3.17465	-1033.24	-1025.36
3.1753	-1049.23	-1041.24
3.17595	-1065.45	-1057.34
3.17661	-1081.91	-1073.68
3.17726	-1098.61	-1090.26
3.17791	-1115.55	-1107.08
3.17856	-1132.74	-1124.15
3.17921	-1150.18	-1141.46
3.17986	-1167.86	-1159.02
3.18051	-1185.81	-1176.84
3.18116	-1204.01	-1194.91
3.18181	-1222.47	-1213.24
3.18246	-1241.2	-1231.84
3.18311	-1260.2	-1250.7
3.18376	-1279.47	-1269.83
3.18441	-1299.01	-1289.24
3.18507	-1318.83	-1308.92
3.18572	-1338.94	-1328.89
3.18637	-1359.33	-1349.13
3.18702	-1380	-1369.67
3.18767	-1400.97	-1390.49
3.18832	-1422.24	-1411.6
3.18897	-1443.8	-1433.02
3.18962	-1465.66	-1454.73
3.19027	-1487.84	-1476.75
3.19092	-1510.32	-1499.08
3.19157	-1533.11	-1521.71
3.19222	-1556.22	-1544.67
3.19287	-1579.65	-1567.94
3.19352	-1603.4	-1591.53
3.19418	-1627.49	-1615.44
3.19483	-1651.9	-1639.69
3.19548	-1676.64	-1664.27
3.19613	-1701.73	-1689.19
3.19678	-1727.16	-1714.44
3.19743	-1752.93	-1740.04
3.19808	-1779.05	-1765.99
3.19873	-1805.53	-1792.29
3.19938	-1832.36	-1818.95
3.20003	-1859.56	-1845.96
3.20068	-1887.12	-1873.34
3.20133	-1915.05	-1901.08
3.20198	-1943.34	-1929.2
3.20263	-1972.02	-1957.68
3.20329	-2001.08	-1986.55
3.20394	-2030.52	-2015.8
3.20459	-2060.34	-2045.43
3.20524	-2090.56	-2075.45
3.20589	-2121.17	-2105.87
3.20654	-2152.19	-2136.68
3.20719	-2183.6	-2167.89
3.20784	-2215.42	-2199.51
3.20849	-2247.65	-2231.54
3.20914	-2280.3	-2263.98
3.20979	-2313.37	-2296.83
3.21044	-2346.85	-2330.11
3.21109	-2380.77	-2363.81
3.21175	-2415.11	-2397.94
3.2124	-2449.88	-2432.5
3.21305	-2485.1	-2467.49
3.2137	-2520.75	-2502.92
3.21435	-2556.85	-2538.8
3.215	-2593.4	-2575.12
3.21565	-2630.4	-2611.9
3.2163	-2667.85	-2649.12
3.21695	-2705.77	-2686.81
3.2176	-2744.15	-2724.96
3.21825	-2782.99	-2763.57
3.2189	-2822.31	-2802.65
3.21955	-2862.1	-2842.21
3.2202	-2902.37	-2882.24
3.22086	-2943.12	-2922.75
3.22151	-2984.36	-2963.74
3.22216	-3026.09	-3005.22
3.22281	-3068.3	-3047.19
3.22346	-3111.02	-3089.66
3.22411	-3154.23	-3132.62
3.22476	-3197.95	-3176.09
3.22541	-3242.17	-3220.06
3.22606	-3286.9	-3264.53
3.22671	-3332.14	-3309.52
3.22736	-3377.9	-3355.02
3.22801	-3424.18	-3401.04
3.22866	-3470.98	-3447.58
3.22931	-3518.31	-3494.65
3.22997	-3566.16	-3542.24
3.23062	-3614.55	-3590.36
3.23127	-3663.47	-3639.01
3.23192	-3712.93	-3688.2
3.23257	-3762.94	-3737.94
3.23322	-3813.48	-3788.21
3.23387	-3864.57	-3839.03
3.23452	-3916.21	-3890.39
3.23517	-3968.4	-3942.31
3.23582	-4021.15	-3994.78
3.23647	-4074.45	-4047.8
3.23712	-4128.32	-4101.39
3.23777	-4182.74	-4155.53
3.23843	-4237.73	-4210.24
3.23908	-4293.29	-4265.51
3.23973	-4349.42	-4321.36
3.24038	-4406.12	-4377.77
3.24103	-4463.39	-4434.76
3.24168	-4521.24	-4492.32
3.24233	-4579.67	-4550.46
3.24298	-4638.68	-4609.18
3.24363	-4698.27	-4668.48
3.24428	-4758.45	-4728.36
3.24493	-4819.21	-4788.83
3.24558	-4880.56	-4849.89
3.24623	-4942.51	-4911.54
3.24688	-5005.04	-4973.77
3.24754	-5068.17	-5036.6
3.24819	-5131.89	-5100.03
3.24884	-5196.21	-5164.05
3.24949	-5261.12	-5228.67
3.25014	-5326.64	-5293.88
3.25079	-5392.76	-5359.7
3.25144	-5459.48	-5426.12
3.25209	-5526.8	-5493.14
3.25274	-5594.73	-5560.77
3.25339	-5663.27	-5629
3.25404	-5732.41	-5697.84
3.25469	-5802.17	-5767.29
3.25534	-5872.53	-5837.35
3.256	-5943.5	-5908.02
3.25665	-6015.09	-5979.3
3.2573	-6087.29	-6051.19
3.25795	-6160.1	-6123.7
3.2586	-6233.53	-6196.82
3.25925	-6307.58	-6270.56
3.2599	-6382.24	-6344.91
3.26055	-6457.52	-6419.88
3.2612	-6533.42	-6495.47
3.26185	-6609.95	-6571.69
3.2625	-6687.09	-6648.52
3.26315	-6764.85	-6725.97
3.2638	-6843.24	-6804.05
3.26445	-6922.25	-6882.75
3.26511	-7001.89	-6962.07
3.26576	-7082.16	-7042.03
3.26641	-7163.05	-7122.6
3.26706	-7244.57	-7203.81
3.26771	-7326.73	-7285.65
3.26836	-7409.51	-7368.12
3.26901	-7492.93	-7451.22
3.26966	-7576.98	-7534.95
3.27031	-7661.67	-7619.32
3.27096	-7746.99	-7704.33
3.27161	-7832.96	-7789.98
3.27226	-7919.57	-7876.26
3.27291	-8006.82	-7963.19
3.27356	-8094.72	-8050.77
3.27422	-8183.27	-8138.99
3.27487	-8272.46	-8227.86
3.27552	-8362.32	-8317.39
3.27617	-8452.82	-8407.57
3.27682	-8543.99	-8498.41
3.27747	-8635.82	-8589.91
3.27812	-8728.32	-8682.07
3.27877	-8821.49	-8774.91
3.27942	-8915.34	-8868.42
3.28007	-9009.86	-8962.6
3.28072	-9105.07	-9057.47
3.28137	-9200.97	-9153.02
3.28202	-9297.56	-9249.27
3.28268	-9394.86	-9346.21
3.28333	-9492.86	-9443.86
3.28398	-9591.58	-9542.22
3.28463	-9691.01	-9641.29
3.28528	-9791.18	-9741.09
3.28593	-9892.08	-9841.63
3.28658	-9993.72	-9942.9
3.28723	-10096.1	-10044.9
3.28788	-10199.3	-10147.7
3.28853	-10303.2	-10251.3
3.28918	-10407.9	-10355.6
3.28983	-10513.5	-10460.7
3.29048	-10619.8	-10566.6
3.29113	-10727	-10673.4
3.29179	-10834.9	-10780.9
3.29244	-10943.8	-10889.4
3.29309	-11053.5	-10998.6
3.29374	-11164.1	-11108.8
3.29439	-11275.6	-11219.8
3.29504	-11388	-11331.8
3.29569	-11501.4	-11444.7
3.29634	-11615.7	-11558.5
3.29699	-11731	-11673.3
3.29764	-11847.3	-11789.1
3.29829	-11964.6	-11906
3.29894	-12083	-12023.8
3.29959	-12202.5	-12142.8
3.30024	-12323.1	-12262.8
3.3009	-12444.9	-12384
3.30155	-12567.8	-12506.4
3.3022	-12692	-12629.9
3.30285	-12817.4	-12754.7
3.3035	-12944.1	-12880.8
3.30415	-13072.2	-13008.1
3.3048	-13201.6	-13136.9
3.30545	-13332.4	-13267
3.3061	-13464.8	-13398.6
3.30675	-13598.6	-13531.7
3.3074	-13734.1	-13666.3
3.30805	-13871.2	-13802.6
3.3087	-14010	-13940.6
3.30936	-14150.5	-14080.2
3.31001	-14292.9	-14221.7
3.31066	-14437.3	-14365.1
3.31131	-14583.6	-14510.4
3.31196	-14732	-14657.8
3.31261	-14882.6	-14807.3
3.31326	-15035.4	-14959
3.31391	-15190.6	-15113
3.31456	-15348.2	-15269.4
3.31521	-15508.5	-15428.3
3.31586	-15671.4	-15589.9
3.31651	-15837.2	-15754.3
3.31716	-16005.9	-15921.5
3.31781	-16177.7	-16091.8
3.31847	-16352.8	-16265.2
3.31912	-16531.3	-16442
3.31977	-16713.4	-16622.3
3.32042	-16899.3	-16806.3
3.32107	-17089.1	-16994.2
3.32172	-17283.1	-17186.1
3.32237	-17481.6	-17382.4
3.32302	-17684.7	-17583.2
3.32367	-17892.8	-17788.7
3.32432	-18106	-17999.4
3.32497	-18324.7	-18215.3
3.32562	-18549.2	-18437
3.32627	-18779.9	-18664.6
3.32692	-19017.1	-18898.5
3.32758	-19261.3	-19139.2
3.32823	-19512.7	-19387
3.32888	-19772	-19642.4
3.32953	-20039.6	-19905.8
3.33018	-20316	-20177.8
3.33083	-20601.9	-20459
3.33148	-20897.8	-20749.8
3.33213	-21204.5	-21051.1
3.33278	-21522.6	-21363.5
3.33343	-21853.1	-21687.8
3.33408	-22196.7	-22024.9
3.33473	-21462.4	-21829.5
3.33538	-20742.5	-21102.4
3.33604	-20037.3	-20389.9
3.33669	-19347.1	-19692.2
3.33734	-18672.1	-19009.6
3.33799	-18012.5	-18342.3
3.33864	-17368.4	-17690.4
3.33929	-16739.9	-17054.1
3.33994	-16127.2	-16433.5
3.34059	-15530.2	-15828.7
3.34124	-14949.1	-15239.7
3.34189	-14383.9	-14666.5
3.34254	-13834.4	-14109.1
3.34319	-13300.7	-13567.5
3.34384	-12782.7	-13041.7
3.34449	-12280.2	-12531.4
3.34515	-11793.1	-12036.7
3.3458	-11321.4	-11557.3
3.34645	-10864.7	-11093
3.3471	-10422.9	-10643.8
3.34775	-9995.8	-10209.4
3.3484	-9583.14	-9789.47
3.34905	-9184.66	-9383.9
3.3497	-8800.11	-8992.38
3.35035	-8429.2	-8614.65
3.351	-8071.65	-8250.42
3.35165	-7727.16	-7899.4
3.3523	-7395.42	-7561.29
3.35295	-7076.12	-7235.77
3.3536	-6768.94	-6922.53
3.35426	-6473.57	-6621.26
3.35491	-6189.66	-6331.61
3.35556	-5916.9	-6053.28
3.35621	-5654.96	-5785.93
3.35686	-5403.51	-5529.23
3.35751	-5162.22	-5282.87
3.35816	-4930.78	-5046.5
3.35881	-4708.86	-4819.82
3.35946	-4496.14	-4602.5
3.36011	-4292.31	-4394.22
3.36076	-4097.05	-4194.68
3.36141	-3910.08	-4003.57
3.36206	-3731.09	-3820.58
3.36272	-3559.78	-3645.43
3.36337	-3395.88	-3477.83
3.36402	-3239.09	-3317.49
3.36467	-3089.17	-3164.13
3.36532	-2945.82	-3017.5
3.36597	-2808.81	-2877.32
3.36662	-2677.88	-2743.34
3.36727	-2552.78	-2615.33
3.36792	-2433.28	-2493.03
3.36857	-2319.15	-2376.22
3.36922	-2210.17	-2264.66
3.36987	-2106.13	-2158.15
3.37052	-2006.82	-2056.48
3.37117	-1912.04	-1959.43
3.37183	-1821.59	-1866.81
3.37248	-1735.29	-1778.44
3.37313	-1652.97	-1694.13
3.37378	-1574.45	-1613.71
3.37443	-1499.56	-1537.01
3.37508	-1428.15	-1463.86
3.37573	-1360.06	-1394.1
3.37638	-1295.14	-1327.6
3.37703	-1233.26	-1264.2
3.37768	-1174.27	-1203.77
3.37833	-1118.06	-1146.17
3.37898	-1064.48	-1091.27
3.37963	-1013.43	-1038.95
3.38028	-964.782	-989.105
3.38094	-918.436	-941.609
3.38159	-874.282	-896.359
3.38224	-832.221	-853.251
3.38289	-792.155	-812.188
3.38354	-753.994	-773.074
3.38419	-717.648	-735.821
3.38484	-683.033	-700.34
3.38549	-650.069	-666.551
3.38614	-618.679	-634.374
3.38679	-588.789	-603.734
3.38744	-560.329	-574.559
3.38809	-533.232	-546.781
3.38874	-507.434	-520.333
3.3894	-482.873	-495.153
3.39005	-459.491	-471.182
3.3907	-437.233	-448.362
3.39135	-416.044	-426.639
3.392	-395.876	-405.96
3.39265	-376.678	-386.277
3.3933	-358.405	-367.541
3.39395	-341.013	-349.709
3.3946	-324.46	-332.736
3.39525	-308.706	-316.583
3.3959	-293.712	-301.209
3.39655	-279.443	-286.577
3.3972	-265.863	-272.653
3.39785	-252.94	-259.401
3.39851	-240.642	-246.791
3.39916	-228.939	-234.791
3.39981	-217.803	-223.371
3.40046	-207.206	-212.504
3.40111	-197.122	-202.164
3.40176	-187.528	-192.325
3.40241	-178.398	-182.963
3.40306	-169.711	-174.054
3.40371	-161.445	-165.578
3.40436	-153.58	-157.513
3.40501	-146.097	-149.839
3.40566	-138.978	-142.538
3.40631	-132.204	-135.591
3.40696	-125.759	-128.981
3.40762	-119.627	-122.693
3.40827	-113.793	-116.71
3.40892	-108.242	-111.017
3.40957	-102.961	-105.602
3.41022	-97.9373	-100.449
3.41087	-93.1576	-95.5475
3.41152	-88.6102	-90.8839
3.41217	-84.284	-86.4471
3.41282	-80.1682	-82.2261
3.41347	-76.2527	-78.2105
3.41412	-72.5277	-74.3902
3.41477	-68.9839	-70.7558
3.41542	-65.6126	-67.2983
3.41608	-62.4054	-64.009
3.41673	-59.3543	-60.8798
3.41738	-56.4517	-57.903
3.41803	-53.6904	-55.0711
3.41868	-51.0636	-52.377
3.41933	-48.5647	-49.8142
3.41998	-46.1875	-47.3761
3.42063	-43.9261	-45.0568
3.42128	-41.7748	-42.8504
3.42193	-39.7283	-40.7515
3.42258	-37.7815	-38.7549
3.42323	-35.9295	-36.8555
3.42388	-34.1678	-35.0486
3.42453	-32.4919	-33.3298
3.42519	-30.8976	-31.6947
3.42584	-29.381	-30.1393
3.42649	-27.9384	-28.6597
3.42714	-26.566	-27.2522
3.42779	-25.2605	-25.9133
3.42844	-24.0186	-24.6396
3.42909	-22.8373	-23.428
3.42974	-21.7136	-22.2754
3.43039	-20.6446	-21.1791
3.43104	-19.6277	-20.1361
3.43169	-18.6604	-19.144
3.43234	-17.7402	-18.2003
3.43299	-16.8649	-17.3026
3.43364	-16.0323	-16.4486
3.4343	-15.2402	-15.6363
3.43495	-14.4868	-14.8635
3.4356	-13.7701	-14.1285
3.43625	-13.0884	-13.4292
3.4369	-12.4398	-12.7641
3.43755	-11.8229	-12.1314
3.4382	-11.2361	-11.5295
3.43885	-10.6779	-10.957
3.4395	-10.1469	-10.4124
3.44015	-9.64183	-9.89438
3.4408	-9.16136	-9.4016
3.44145	-8.70432	-8.93284
3.4421	-8.26957	-8.48694
3.44276	-7.85601	-8.06279
3.44341	-7.46262	-7.65932
3.44406	-7.08842	-7.27552
3.44471	-6.73246	-6.91044
3.44536	-6.39386	-6.56316
3.44601	-6.07177	-6.23282
3.44666	-5.76539	-5.91858
3.44731	-5.47395	-5.61967
3.44796	-5.19673	-5.33534
3.44861	-4.93302	-5.06487
3.44926	-4.68217	-4.8076
3.44991	-4.44356	-4.56287
3.45056	-4.21658	-4.33007
3.45121	-4.00068	-4.10863
3.45187	-3.7953	-3.89799
3.45252	-3.59994	-3.69762
3.45317	-3.41411	-3.50702
3.45382	-3.23734	-3.32572
3.45447	-3.06919	-3.15326
3.45512	-2.90924	-2.98921
3.45577	-2.75709	-2.83317
3.45642	-2.61237	-2.68473
3.45707	-2.4747	-2.54353
3.45772	-2.34375	-2.40922
3.45837	-2.21918	-2.28146
3.45902	-2.10069	-2.15993
3.45967	-1.98798	-2.04433
3.46032	-1.88076	-1.93437
3.46098	-1.77877	-1.82977
3.46163	-1.68176	-1.73027
3.46228	-1.58948	-1.63562
3.46293	-1.5017	-1.54559
3.46358	-1.41821	-1.45995
3.46423	-1.33878	-1.37849
3.46488	-1.26323	-1.301
3.46553	-1.19136	-1.2273
3.46618	-1.123	-1.15718
3.46683	-1.05797	-1.09049
3.46748	-0.996118	-1.02705
3.46813	-0.937279	-0.966698
3.46878	-0.88131	-0.909295
3.46944	-0.828071	-0.854691
3.47009	-0.777429	-0.80275
3.47074	-0.729257	-0.753343
3.47139	-0.683435	-0.706346
3.47204	-0.639847	-0.661641
3.47269	-0.598385	-0.619116
3.47334	-0.558946	-0.578666
3.47399	-0.52143	-0.540188
3.47464	-0.485744	-0.503587
3.47529	-0.451799	-0.468772
3.47594	-0.41951	-0.435654
3.47659	-0.388795	-0.404152
3.47724	-0.359578	-0.374187
3.47789	-0.331787	-0.345683
3.47855	-0.305351	-0.318569
3.4792	-0.280204	-0.292778
3.47985	-0.256284	-0.268244
3.4805	-0.233531	-0.244908
3.48115	-0.211888	-0.222709
3.4818	-0.1913	-0.201594
3.48245	-0.171716	-0.181508
3.4831	-0.153088	-0.162402
3.48375	-0.135368	-0.144228
3.4844	-0.118512	-0.12694
3.48505	-0.102479	-0.110496
3.4857	-0.0872277	-0.0948533
3.48635	-0.0727202	-0.0799739
3.487	-0.0589204	-0.0658203
3.48766	-0.0457936	-0.052357
3.48831	-0.0333071	-0.0395504
3.48896	-0.0214297	-0.0273684
3.48961	-0.0101316	-0.0157806
3.49026	0.000615456	-0.00475806
3.49091	0.0108383	0.00572688
3.49156	0.0205625	0.0157004
3.49221	0.0298124	0.0251875
3.49286	0.0386112	0.0342118
3.49351	0.0469807	0.0427959
3.49416	0.0549421	0.0509614
3.49481	0.0625151	0.0587286
3.49546	0.0697187	0.0661169
3.49612	0.076571	0.0731449
3.49677	0.083089	0.07983
3.49742	0.0892892	0.0861891
3.49807	0.0951869	0.092238
3.49872	0.100797	0.0979919
3.49937	0.106133	0.103465
3.50002	0.111209	0.108671
3.50067	0.116038	0.113624
3.50132	0.120631	0.118334
3.50197	0.125	0.122815
3.50262	0.129156	0.127078
3.50327	0.133109	0.131132
3.50392	0.136869	0.134989
3.50457	0.140446	0.138658
3.50523	0.143849	0.142147
3.50588	0.147085	0.145467
3.50653	0.150164	0.148625
3.50718	0.153092	0.151628
3.50783	0.155878	0.154485
3.50848	0.158528	0.157203
3.50913	0.161048	0.159788
3.50978	0.163446	0.162247
3.51043	0.165726	0.164586
3.51108	0.167896	0.166811
3.51173	0.169959	0.168928
3.51238	0.171922	0.170941
3.51303	0.173789	0.172856
3.51368	0.175566	0.174678
3.51434	0.177255	0.17641
3.51499	0.178862	0.178059
3.51564	0.180391	0.179626
3.51629	0.181845	0.181118
3.51694	0.183228	0.182536
3.51759	0.184544	0.183886
3.51824	0.185795	0.18517
3.51889	0.186986	0.186391
3.51954	0.188118	0.187552
3.52019	0.189195	0.188657
3.52084	0.19022	0.189708
3.52149	0.191195	0.190707
3.52214	0.192122	0.191658
3.5228	0.193004	0.192563
3.52345	0.193843	0.193423
3.5241	0.194641	0.194242
3.52475	0.1954	0.19502
3.5254	0.196122	0.195761
3.52605	0.196808	0.196465
3.5267	0.197462	0.197135
3.52735	0.198083	0.197773
3.528	0.198674	0.198379
3.52865	0.199237	0.198956
3.5293	0.199772	0.199504
3.52995	0.20028	0.200026
3.5306	0.200764	0.200522
3.53125	0.201225	0.200994
3.53191	0.201662	0.201444
3.53256	0.202079	0.201871
3.53321	0.202475	0.202277
3.53386	0.202852	0.202664
3.53451	0.203211	0.203031
3.53516	0.203552	0.203381
3.53581	0.203876	0.203714
3.53646	0.204185	0.20403
3.53711	0.204478	0.204331
3.53776	0.204757	0.204618
3.53841	0.205023	0.20489
3.53906	0.205275	0.205149
3.53971	0.205516	0.205396
3.54036	0.205744	0.20563
3.54102	0.205962	0.205853
3.54167	0.206169	0.206065
3.54232	0.206365	0.206267
3.54297	0.206552	0.206459
3.54362	0.20673	0.206641
3.54427	0.2069	0.206815
3.54492	0.207061	0.20698
3.54557	0.207214	0.207137
3.54622	0.20736	0.207287
3.54687	0.207498	0.207429
3.54752	0.20763	0.207564
3.54817	0.207756	0.207693
3.54882	0.207875	0.207815
3.54948	0.207988	0.207932
3.55013	0.208096	0.208042
3.55078	0.208199	0.208148
3.55143	0.208297	0.208248
3.55208	0.20839	0.208343
3.55273	0.208478	0.208434
3.55338	0.208562	0.20852
3.55403	0.208642	0.208602
3.55468	0.208718	0.20868
3.55533	0.20879	0.208754
3.55598	0.208859	0.208825
3.55663	0.208925	0.208892
3.55728	0.208987	0.208956
3.55793	0.209046	0.209017
3.55859	0.209103	0.209074
3.55924	0.209156	0.209129
3.55989	0.209207	0.209182
3.56054	0.209256	0.209231
3.56119	0.209302	0.209279
3.56184	0.209346	0.209324
3.56249	0.209387	0.209366
3.56314	0.209427	0.209407
3.56379	0.209465	0.209446
3.56444	0.209501	0.209483
3.56509	0.209535	0.209518
3.56574	0.209567	0.209551
3.56639	0.209598	0.209583
3.56705	0.209628	0.209613
3.5677	0.209656	0.209642
3.56835	0.209682	0.209669
3.569	0.209707	0.209695
3.56965	0.209732	0.209719
3.5703	0.209754	0.209743
3.57095	0.209776	0.209765
3.5716	0.209797	0.209787
3.57225	0.209817	0.209807
3.5729	0.209835	0.209826
3.57355	0.209853	0.209844
3.5742	0.20987	0.209862
3.57485	0.209886	0.209878
3.5755	0.209902	0.209894
3.57616	0.209916	0.209909
3.57681	0.20993	0.209923
3.57746	0.209943	0.209937
3.57811	0.209956	0.209949
3.57876	0.209968	0.209962
3.57941	0.209979	0.209973
3.58006	0.20999	0.209984
3.58071	0.21	0.209995
3.58136	0.21001	0.210005
3.58201	0.210019	0.210015
3.58266	0.210028	0.210024
3.58331	0.210036	0.210032
3.58396	0.210044	0.21004
3.58461	0.210052	0.210048
3.58527	0.210059	0.210056
3.58592	0.210066	0.210063
3.58657	0.210073	0.210069
3.58722	0.210079	0.210076
3.58787	0.210085	0.210082
3.58852	0.21009	0.210088
3.58917	0.210096	0.210093
3.58982	0.210101	0.210098
3.59047	0.210106	0.210103
3.59112	0.21011	0.210108
3.59177	0.210115	0.210112
3.59242	0.210119	0.210117
3.59307	0.210123	0.210121
3.59373	0.210127	0.210125
3.59438	0.21013	0.210128
3.59503	0.210133	0.210132
3.59568	0.210137	0.210135
3.59633	0.21014	0.210138
3.59698	0.210143	0.210141
3.59763	0.210145	0.210144
3.59828	0.210148	0.210147
3.59893	0.210151	0.210149
3.59958	0.210153	0.210152
3.60023	0.210155	0.210154
3.60088	0.210157	0.210156
3.60153	0.21016	0.210158
3.60218	0.210161	0.210161
3.60284	0.210163	0.210162
3.60349	0.210165	0.210164
3.60414	0.210167	0.210166
3.60479	0.210168	0.210168
3.60544	0.21017	0.210169
3.60609	0.210171	0.210171
3.60674	0.210173	0.210172
3.60739	0.210174	0.210173
3.60804	0.210175	0.210175
3.60869	0.210176	0.210176
3.60934	0.210178	0.210177
3.60999	0.210179	0.210178
3.61064	0.21018	0.210179
3.61129	0.210181	0.21018
3.61195	0.210181	0.210181
3.6126	0.210182	0.210182
3.61325	0.210183	0.210183
3.6139	0.210184	0.210184
3.61455	0.210185	0.210184
3.6152	0.210185	0.210185
3.61585	0.210186	0.210186
3.6165	0.210187	0.210186
3.61715	0.210187	0.210187
3.6178	0.210188	0.210188
3.61845	0.210188	0.210188
3.6191	0.210189	0.210189
3.61975	0.210189	0.210189
3.62041	0.21019	0.21019
3.62106	0.21019	0.21019
3.62171	0.210191	0.21019
3.62236	0.210191	0.210191
3.62301	0.210191	0.210191
3.62366	0.210192	0.210192
3.62431	0.210192	0.210192
3.62496	0.210192	0.210192
3.62561	0.210193	0.210193
3.62626	0.210193	0.210193
3.62691	0.210193	0.210193
3.62756	0.210194	0.210193
3.62821	0.210194	0.210194
3.62886	0.210194	0.210194
3.62952	0.210194	0.210194
3.63017	0.210194	0.210194
3.63082	0.210195	0.210195
3.63147	0.210195	0.210195
3.63212	0.210195	0.210195
3.63277	0.210195	0.210195
3.63342	0.210195	0.210195
3.63407	0.210196	0.210195
3.63472	0.210196	0.210196
3.63537	0.210196	0.210196
3.63602	0.210196	0.210196
3.63667	0.210196	0.210196
3.63732	0.210196	0.210196
3.63797	0.210196	0.210196
3.63863	0.210196	0.210196
3.63928	0.210196	0.210196
3.63993	0.210196	0.210196
3.64058	0.210197	0.210197
3.64123	0.210197	0.210197
3.64188	0.210197	0.210197
3.64253	0.210197	0.210197
3.64318	0.210197	0.210197
3.64383	0.210197	0.210197
3.64448	0.210197	0.210197
3.64513	0.210197	0.210197
3.64578	0.210197	0.210197
3.64643	0.210197	0.210197
3.64709	0.210197	0.210197
3.64774	0.210197	0.210197
3.64839	0.210197	0.210197
3.64904	0.210197	0.210197
3.64969	0.210197	0.210197
3.65034	0.210197	0.210197
3.65099	0.210197	0.210197
3.65164	0.210197	0.210197
3.65229	0.210197	0.210197
3.65294	0.210197	0.210197
3.65359	0.210197	0.210197
3.65424	0.210197	0.210197
3.65489	0.210197	0.210197
3.65554	0.210197	0.210197
3.6562	0.210197	0.210197
3.65685	0.210197	0.210197
3.6575	0.210197	0.210197
3.65815	0.210197	0.210197
3.6588	0.210197	0.210197
3.65945	0.210197	0.210197
3.6601	0.210197	0.210197
3.66075	0.210197	0.210197
3.6614	0.210197	0.210197
3.66205	0.210197	0.210197
3.6627	0.210197	0.210197
3.66335	0.210197	0.210197
3.664	0.210197	0.210197
3.66465	0.210197	0.210197
3.66531	0.210197	0.210197
3.66596	0.210197	0.210197
3.66661	0.210197	0.210197
3.66726	0.210197	0.210197
3.66791	0.210197	0.210197
3.66856	0.210197	0.210197
3.66921	0.210197	0.210197
3.66986	0.210197	0.210197
3.67051	0.210197	0.210197
3.67116	0.210197	0.210197
3.67181	0.210197	0.210197
3.67246	0.210197	0.210197
3.67311	0.210197	0.210197
3.67377	0.210197	0.210197
3.67442	0.210197	0.210197
3.67507	0.210197	0.210197
3.67572	0.210197	0.210197
3.67637	0.210197	0.210197
3.67702	0.210197	0.210197
3.67767	0.210197	0.210197
3.67832	0.210197	0.210197
3.67897	0.210197	0.210197
3.67962	0.210197	0.210197
3.68027	0.210197	0.210197
3.68092	0.210197	0.210197
3.68157	0.210197	0.210197
3.68222	0.210197	0.210197
3.68288	0.210197	0.210197
3.68353	0.210197	0.210197
3.68418	0.210197	0.210197
3.68483	0.210197	0.210197
3.68548	0.210197	0.210197
3.68613	0.210197	0.210197
3.68678	0.210197	0.210197
3.68743	0.210197	0.210197
3.68808	0.210197	0.210197
3.68873	0.210197	0.210197
3.68938	0.210197	0.210197
3.69003	0.210197	0.210197
3.69068	0.210197	0.210197
3.69133	0.210197	0.210197
3.69199	0.210197	0.210197
3.69264	0.210197	0.210197
3.69329	0.210197	0.210197
3.69394	0.210197	0.210197
3.69459	0.210197	0.210197
3.69524	0.210197	0.210197
3.69589	0.210197	0.210197
3.69654	0.210197	0.210197
3.69719	0.210196	0.210196
3.69784	0.210196	0.210196
3.69849	0.210196	0.210196
3.69914	0.210196	0.210196
3.69979	0.210196	0.210196
3.70045	0.210196	0.210196
3.7011	0.210196	0.210196
3.70175	0.210196	0.210196
3.7024	0.210196	0.210196
3.70305	0.210196	0.210196
3.7037	0.210196	0.210196
3.70435	0.210196	0.210196
3.705	0.210196	0.210196
3.70565	0.210196	0.210196
3.7063	0.210196	0.210196
3.70695	0.210196	0.210196
3.7076	0.210196	0.210196
3.70825	0.210196	0.210196
3.7089	0.210196	0.210196
3.70956	0.210196	0.210196
3.71021	0.210196	0.210196
3.71086	0.210196	0.210196
3.71151	0.210196	0.210196
3.71216	0.210196	0.210196
3.71281	0.210196	0.210196
3.71346	0.210196	0.210196
3.71411	0.210196	0.210196
3.71476	0.210196	0.210196
3.71541	0.210196	0.210196
3.71606	0.210196	0.210196
3.71671	0.210196	0.210196
3.71736	0.210196	0.210196
3.71801	0.210196	0.210196
3.71867	0.210196	0.210196
3.71932	0.210196	0.210196
3.71997	0.210196	0.210196
3.72062	0.210196	0.210196
3.72127	0.210196	0.210196
3.72192	0.210196	0.210196
3.72257	0.210196	0.210196
3.72322	0.210196	0.210196
3.72387	0.210196	0.210196
3.72452	0.210196	0.210196
3.72517	0.210196	0.210196
3.72582	0.210195	0.210196
3.72647	0.210195	0.210195
3.72713	0.210195	0.210195
3.72778	0.210195	0.210195
3.72843	0.210195	0.210195
3.72908	0.210195	0.210195
3.72973	0.210195	0.210195
