x [um]	Electron Densities [1/cm^3]	Hole Densities [1/cm^3]
0.28084728519133617	6372222954997.826	1.000638133466397e+16
0.28149801741432845	6419760084508.408	1.0006428677422418e+16
0.28214874963732073	6467296967442.083	1.0006476022897396e+16
0.282799481860313	6514833603859.548	1.0006523371042646e+16
0.2834502140833053	6562369993819.752	1.0006570721812544e+16
0.28410094630629756	6609906137383.774	1.0006618075162254e+16
0.28475167852928984	6657442034611.886	1.0006665431047634e+16
0.2854024107522821	6704977685565.546	1.0006712789425192e+16
0.2860531429752744	6752513090304.363	1.0006760150252146e+16
0.2867038751982667	6800048248890.077	1.000680751348643e+16
0.28735460742125896	6847583161383.644	1.0006854879086538e+16
0.28800533964425123	6895117827846.111	1.0006902247011702e+16
0.2886560718672435	6942652248339.669	1.0006949617221788e+16
0.2893068040902358	6990186422924.658	1.0006996989677278e+16
0.28995753631322807	7037720351663.604	1.000704436433919e+16
0.29060826853622035	7085254034618.087	1.000709174116926e+16
0.2912590007592126	7132787471849.815	1.0007139120129818e+16
0.2919097329822049	7180320663420.641	1.000718650118375e+16
0.2925604652051972	7227853609392.536	1.0007233884294504e+16
0.29321119742818946	7275386309828.559	1.0007281269426142e+16
0.29386192965118174	7322918764790.877	1.0007328656543268e+16
0.294512661874174	7370450974341.8	1.0007376045611e+16
0.2951633940971663	7417982938543.682	1.0007423436595064e+16
0.2958141263201586	7465514657458.96	1.0007470829461736e+16
0.29646485854315086	7513046131151.193	1.0007518224177772e+16
0.29711559076614313	7560577359682.009	1.0007565620710476e+16
0.2977663229891354	7608108343115.106	1.0007613019027666e+16
0.2984170552121277	7655639081513.253	1.000766041909768e+16
0.29906778743511997	7703169574939.325	1.0007707820889312e+16
0.29971851965811225	7750699823456.252	1.0007755224371854e+16
0.3003692518811045	7798229827126.993	1.0007802629515132e+16
0.3010199841040968	7845759586015.589	1.0007850036289414e+16
0.3016707163270891	7893289100184.163	1.000789744466542e+16
0.30232144855008136	7940818369696.889	1.000794485461432e+16
0.30297218077307364	7988347394616.998	1.0007992266107738e+16
0.3036229129960659	8035876175007.751	1.0008039679117768e+16
0.3042736452190582	8083404710932.477	1.0008087093616916e+16
0.3049243774420505	8130933002455.527	1.0008134509578138e+16
0.30557510966504275	8178461049639.303	1.0008181926974822e+16
0.30622584188803503	8225988852547.234	1.0008229345780774e+16
0.3068765741110273	8273516411243.806	1.0008276765970186e+16
0.3075273063340196	8321043725792.52	1.0008324187517682e+16
0.30817803855701187	8368570796256.931	1.000837161039825e+16
0.30882877078000415	8416097622700.612	1.0008419034587296e+16
0.3094795030029964	8463624205187.176	1.0008466460060594e+16
0.3101302352259887	8511150543780.2295	1.0008513886794328e+16
0.310780967448981	8558676638544.401	1.0008561314765046e+16
0.31143169967197326	8606202489542.395	1.0008608743949628e+16
0.31208243189496554	8653728096838.876	1.0008656174325352e+16
0.3127331641179578	8701253460496.542	1.0008703605869864e+16
0.3133838963409501	8748778580580.119	1.0008751038561112e+16
0.3140346285639424	8796303457153.332	1.0008798472377434e+16
0.31468536078693465	8843828090279.947	1.000884590729746e+16
0.31533609300992693	8891352480023.67	1.0008893343300236e+16
0.3159868252329192	8938876626448.29	1.0008940780365048e+16
0.3166375574559115	8986400529618.537	1.0008988218471574e+16
0.31728828967890377	9033924189597.154	1.0009035657599818e+16
0.31793902190189605	9081447606447.932	1.0009083097730044e+16
0.3185897541248883	9128970780235.666	1.0009130538842806e+16
0.3192404863478806	9176493711024.074	1.000917798091906e+16
0.3198912185708729	9224016398875.95	1.000922542393998e+16
0.32054195079386516	9271538843856.045	1.0009272867887056e+16
0.32119268301685744	9319061046028.148	1.0009320312742046e+16
0.3218434152398497	9366583005455.984	1.0009367758487042e+16
