Vplot	Total Current Density [Amp/cm^2]	Electron Current Density [Amp/cm^2]	Hole Current Density [Amp/cm^2]
0.0	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.00852808988764045	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.0170561797752809	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.02558426966292135	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.0341123595505618	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.042640449438202256	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.0511685393258427	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.05969662921348315	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.0682247191011236	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.07675280898876406	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.08528089887640451	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.09380898876404496	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.1023370786516854	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.11086516853932585	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.1193932584269663	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.12792134831460675	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.1364494382022472	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.14497752808988765	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.15350561797752812	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.16203370786516857	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.17056179775280902	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.17908988764044947	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.18761797752808992	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.19614606741573037	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.2046741573033708	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.21320224719101125	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.2217303370786517	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.23025842696629215	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.2387865168539326	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.24731460674157307	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.2558426966292135	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.264370786516854	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.2728988764044944	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.2814269662921349	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.2899550561797753	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.29848314606741577	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.30701123595505625	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.31553932584269667	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.32406741573033715	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.33259550561797757	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.34112359550561805	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.34965168539325847	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.35817977528089895	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.36670786516853937	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.37523595505617985	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.38376404494382027	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.39229213483146075	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.40082022471910117	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4093483146067416	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4178764044943821	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4264044943820225	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.434932584269663	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4434606741573034	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4519887640449439	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4605168539325843	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4690449438202248	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4775730337078652	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.4861011235955057	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.49462921348314615	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5031573033707866	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.511685393258427	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5202134831460675	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.528741573033708	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5372696629213485	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5457977528089888	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5543258426966292	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5628539325842697	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5713820224719102	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5799101123595506	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.588438202247191	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.5969662921348315	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.605494382022472	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.6140224719101125	4.176452119939419	4.5397045556509426	-0.36325243571152355
0.6225505617977528	4.176452119939419	4.5397045556509426	-0.36325243571152355
