x [um]	Potential [V]	Electric Field1 [V/cm]	Electric Field2 [V/cm]	Electron Densities [1/cm^3]	Hole Densities [1/cm^3]	Total Charge Density [C/cm^3]	Conduction Band Energy (eV)
0.02993368225764517	-0.3465518585445447	-0.029458200918070894	-0.029692936308847735	22499.893606600694	1.0000047286178846e+16	47286156345.508064	0.8982267611944845
0.030584414480637454	-0.3465518566276046	-0.02899609220409473	-0.029227146561082815	22499.89527558089	1.0000046544402908e+16	46544380408.01324	0.8982267592775444
0.03123514670362974	-0.34655185474073547	-0.02854123339127744	-0.028768662797686084	22499.896918380036	1.0000045814263212e+16	45814240712.20681	0.8982267573906753
0.03188587892662203	-0.3465518528834654	-0.028093509491403712	-0.028317371441340576	22499.89853540887	1.0000045095577196e+16	45095554696.74524	0.8982267555334051
0.032536611149614314	-0.34655185105533026	-0.02765280833805491	-0.02787315891472931	22499.900127071625	1.0000044388165196e+16	44388142697.28027	0.89822675370527
0.0331873433726066	-0.3465518492558729	-0.027219022702956622	-0.027435915520505765	22499.901693766173	1.0000043691850376e+16	43691827876.60975	0.8982267519058127
0.033838075595598885	-0.3465518474846434	-0.026792039714241045	-0.027005531208598832	22499.903235884314	1.0000043006458592e+16	43006436091.964134	0.8982267501345832
0.03448880781859117	-0.346551845741199	-0.026371757081777976	-0.02658189839800951	22499.904753811457	1.000004233181855e+16	42331796050.42096	0.8982267483911388
0.035139540041583456	-0.3465518440251038	-0.025958064755496314	-0.026164910918637145	22499.90624792721	1.0000041667761528e+16	41667739027.761856	0.8982267466750435
0.03579027226457574	-0.3465518423359289	-0.0255508646779609	-0.025754464716728605	22499.907718604944	1.0000041014121574e+16	41014099074.52762	0.8982267449858687
0.03644100448756803	-0.3465518406732518	-0.02515005314814319	-0.025350458913052043	22499.909166212485	1.000004037073521e+16	40370712710.428055	0.8982267433231916
0.03709173671056031	-0.3465518390366568	-0.02475552505411629	-0.02495278910112974	22499.91059111177	1.0000039737441564e+16	39737419064.0403	0.8982267416865966
0.0377424689335526	-0.34655183742573503	-0.024367188687487613	-0.02456135687080195	22499.911993658792	1.0000039114082416e+16	39114059916.464615	0.8982267400756748
0.03839320115654488	-0.34655183584008353	-0.023984941758126956	-0.024176065222807283	22499.91337420435	1.0000038500501852e+16	38500479352.0784	0.8982267384900233
0.03904393337953717	-0.3465518342793061	-0.023608692557641735	-0.023796817157884346	22499.914733093436	1.0000037896546532e+16	37896524032.69429	0.8982267369292458
0.039694665602529454	-0.3465518327430124	-0.023238344439495136	-0.023423518498568434	22499.916070665855	1.000003730206543e+16	37302042930.38696	0.8982267353929522
0.04034539782552174	-0.34655183123081845	-0.022873807811642093	-0.023056076125568616	22499.917387255937	1.0000036716909952e+16	36716887453.22172	0.8982267338807582
0.040996130048514025	-0.34655182974234605	-0.022514986732994978	-0.022694397272318537	22499.91868319293	1.000003614093376e+16	36140911260.1541	0.8982267323922859
0.04164686227150631	-0.3465518282772233	-0.022161795844203754	-0.022338391288599366	22499.919958800652	1.0000035573992928e+16	35573970428.66796	0.8982267309271631
0.042297594494498596	-0.34655182683508384	-0.02181414625867253	-0.021987971051438144	22499.92121439808	1.0000035015945686e+16	35015923185.85608	0.8982267294850237
0.04294832671749088	-0.34655182541556706	-0.021471951206152938	-0.021643048732412736	22499.922450299164	1.0000034466652498e+16	34466629999.2241	0.8982267280655069
0.04359905894048317	-0.346551824018318	-0.021135122505498247	-0.021303536855825592	22499.923666812934	1.0000033925976016e+16	33925953515.57247	0.8982267266682578
0.04424979116347545	-0.3465518226429875	-0.02080357761915513	-0.020969350062326687	22499.924864243414	1.0000033393781108e+16	33393758608.144707	0.8982267252929272
0.04490052338646774	-0.3465518212892316	-0.020477235420468597	-0.020640406519811864	22499.926042889965	1.0000032869934724e+16	32869912224.70533	0.8982267239391715
0.04555125560946002	-0.34655181995671197	-0.0201560112555378	-0.0203166233380032	22499.927203047348	1.0000032354305858e+16	32354283357.854	0.8982267226066518
0.04620198783245231	-0.3465518186450954	-0.01983982470315693	-0.019997917979347368	22499.928345005526	1.0000031846765632e+16	31846743132.336998	0.8982267212950352
0.046852720055444594	-0.34655181735405405	-0.019528598869366046	-0.01968421178626149	22499.929469049912	1.0000031347187192e+16	31347164693.288506	0.8982267200039938
0.04750345227843688	-0.3465518160832652	-0.019222258271103552	-0.019375428570234797	22499.93057546155	1.0000030855445628e+16	30855423127.650284	0.8982267187332049
0.048154184501429165	-0.3465518148324109	-0.018920721076265287	-0.01907148967368442	22499.93166451722	1.0000030371417922e+16	30371395422.26214	0.8982267174823506
0.04880491672442145	-0.3465518136011786	-0.018623913918137183	-0.018772317497201235	22499.932736489056	1.0000029894983122e+16	29894960622.76885	0.8982267162511184
0.049455648947413736	-0.3465518123892605	-0.018331762724555993	-0.018477838321346588	22499.93379164505	1.0000029426022124e+16	29425999624.072575	0.8982267150392003
0.05010638117040602	-0.34655181119635364	-0.01804419412880764	-0.01818797842668182	22499.934830248978	1.0000028964417682e+16	28964395182.556473	0.8982267138462934
0.050757113393398307	-0.3465518100221598	-0.01776113617507641	-0.017902665151942023	22499.935852560473	1.0000028510054406e+16	28510031907.35355	0.8982267126720995
0.05140784561639059	-0.3465518088663854	-0.017482519023894083	-0.017621827599485246	22499.936858835088	1.0000028062818714e+16	28062796214.944683	0.8982267115163252
0.05205857783938288	-0.34655180772874156	-0.017208272835792467	-0.017345395929843275	22499.93784932442	1.0000027622598782e+16	27622576282.010414	0.8982267103786814
0.05270931006237516	-0.3465518066089438	-0.016938329182201704	-0.017073301008997087	22499.9388242761	1.0000027189284546e+16	27189262047.17718	0.8982267092588836
0.05336004228536745	-0.34655180550671216	-0.016672618929102764	-0.016805474055652234	22499.939783933904	1.0000026762767666e+16	26762745167.361572	0.898226708156652
0.054010774508359734	-0.34655180442177114	-0.01641107576427331	-0.016541847346688034	22499.94072853767	1.0000026342941542e+16	26342919042.217545	0.8982267070717109
0.05466150673135202	-0.34655180335384955	-0.016153636902736877	-0.016282356333505093	22499.941658323485	1.000002592970124e+16	25929678740.79477	0.8982267060037894
0.055312238954344305	-0.34655180230268035	-0.01590023603227113	-0.016026936467504003	22499.942573523884	1.0000025522943416e+16	25522920915.973373	0.8982267049526201
0.05596297117733659	-0.3465518012680007	-0.01565081107334878	-0.015775523552809954	22499.94347436764	1.0000025122566384e+16	25122543884.7905	0.8982267039179406
0.056613703400328876	-0.346551800249552	-0.015405298535544181	-0.015528054804446478	22499.94436108001	1.0000024728470032e+16	24728447532.397694	0.8982267028994918
0.05726443562332116	-0.34655179924707963	-0.015163636339330046	-0.015284467437437112	22499.94523388266	1.0000024340555842e+16	24340533341.746777	0.8982267018970194
0.057915167846313446	-0.34655179826033294	-0.014925768048772471	-0.01504470219405126	22499.946092993723	1.0000023958726856e+16	23958704356.919044	0.8982267009102727
0.05856590006930573	-0.3465517972890651	-0.014691628057098295	-0.014808698052935384	22499.946938628156	1.0000023582887544e+16	23582865045.17309	0.898226699939005
0.05921663229229802	-0.3465517963330335	-0.01446116063382279	-0.014576394345460543	22499.94777099718	1.0000023212944026e+16	23212921525.70095	0.8982266989829732
0.0598673645152903	-0.3465517953919992	-0.014234310048461232	-0.014347735341142013	22499.94859030887	1.000002284880382e+16	22848781319.91718	0.898226698041939
0.06051809673828259	-0.34655179446572676	-0.014011017043283017	-0.014122663545872124	22499.94939676814	1.0000022490375852e+16	22490353353.205135	0.8982266971156665
0.061168828961274874	-0.34655179355398474	-0.013791226593252591	-0.013901121818267803	22499.950190576546	1.0000022137570542e+16	22137548042.228447	0.8982266962039245
0.06181956118426716	-0.34655179265654523	-0.013574884378783578	-0.013683055486018086	22499.95097193253	1.0000021790299692e+16	21790277191.903442	0.898226695306485
0.062470293407259445	-0.34655179177318374	-0.01336193678573877	-0.013468410582261175	22499.95174103145	1.000002144847647e+16	21448453970.951958	0.8982266944231235
0.06312102563025174	-0.34655179090367944	-0.013152329494531784	-0.013257133140135276	22499.952498065635	1.0000021112015402e+16	21111992901.423946	0.8982266935536192
0.06377175785324403	-0.346551790047815	-0.012946012418271284	-0.013049170956401533	22499.953243224325	1.0000020780832372e+16	20780809872.667305	0.8982266926977548
0.06442249007623632	-0.34655178920537627	-0.012742928415574192	-0.012844470416922738	22499.953976693938	1.0000020454844534e+16	20454822034.807877	0.8982266918553161
0.06507322229922861	-0.34655178837615286	-0.01254303233769339	-0.012642980376633792	22499.95469865764	1.0000020133970474e+16	20133947975.118645	0.8982266910260926
0.0657239545222209	-0.3465517875599373	-0.012346270570491669	-0.01244465145409253	22499.955409296046	1.000001981812992e+16	19818107421.160675	0.8982266902098771
0.0663746867452132	-0.3465517867565257	-0.012152594437976037	-0.012249432504233852	22499.956108786737	1.0000019507243948e+16	19507221448.58446	0.8982266894064654
0.06702541896820549	-0.34655178596571723	-0.011961959496848548	-0.012057276967412293	22499.956797304527	1.0000019201234856e+16	19201212357.1476	0.898226688615657
0.06767615119119778	-0.34655178518731394	-0.011774312838421168	-0.011868136167634857	22499.957475021714	1.000001890002607e+16	18900003569.433464	0.8982266878372538
0.06832688341419008	-0.3465517844211215	-0.011589612841192646	-0.011681962839806909	22499.958142107607	1.0000018603542338e+16	18603519838.652573	0.8982266870710613
0.06897761563718237	-0.34655178366694805	-0.011407807301924124	-0.011498710071558385	22499.958798729152	1.0000018311709464e+16	18311686964.007095	0.8982266863168878
0.06962834786017466	-0.34655178292460526	-0.011228853893665168	-0.011318330597794647	22499.959445050335	1.000001802445456e+16	18024432061.35649	0.8982266855745451
0.07027908008316695	-0.34655178219390753	-0.011052707467668666	-0.011140780680666918	22499.960081232744	1.0000017741705814e+16	17741683313.506657	0.8982266848438474
0.07092981230615925	-0.34655178147467225	-0.010879326402433361	-0.010966016935051013	22499.960707435413	1.0000017463392536e+16	17463370036.56663	0.898226684124612
0.07158054452915154	-0.34655178076671944	-0.010708662727415432	-0.010793994564924397	22499.96132381501	1.00000171894451e+16	17189422599.622047	0.8982266834166592
0.07223127675214383	-0.34655178006987225	-0.010540675526562808	-0.010624669126989122	22499.961930525496	1.0000016919795074e+16	16919772574.910894	0.898226682719812
0.07288200897513612	-0.34655177938395654	-0.010375326705620101	-0.010458001116091454	22499.962527718508	1.0000016654375066e+16	16654352566.692978	0.8982266820338963
0.07353274119812842	-0.3465517787088006	-0.010212568294043493	-0.010293947499831797	22499.963115543524	1.000001639311864e+16	16393096141.400747	0.8982266813587404
0.07418347342112071	-0.34655177804423587	-0.010052363608475952	-0.010132465951259722	22499.963694147304	1.0000016135960568e+16	16135938068.618998	0.8982266806941757
0.074834205644113	-0.3465517773900962	-0.009894674554662088	-0.00997351908156902	22499.964263674538	1.0000015882836544e+16	15882814043.434338	0.898226680040036
0.07548493786710529	-0.3465517767462178	-0.009739458805651482	-0.009817066680156784	22499.964824267747	1.000001563368322e+16	15633660721.359774	0.8982266793961575
0.07613567009009758	-0.3465517761124398	-0.009586676856290397	-0.009663067830970939	22499.96537606706	1.0000015388438322e+16	15388415823.108517	0.8982266787623796
0.07678640231308988	-0.3465517754886039	-0.009436289906874276	-0.009511483381582336	22499.965919210357	1.0000015147040562e+16	15147018062.99854	0.8982266781385437
0.07743713453608217	-0.3465517748745541	-0.009288264801291956	-0.009362277354083116	22499.96645383334	1.0000014909429634e+16	14909407134.982758	0.8982266775244938
0.07808786675907446	-0.3465517742701368	-0.009142561328940526	-0.00921541306511624	22499.966980069814	1.0000014675546064e+16	14675523564.219475	0.8982266769200766
0.07873859898206675	-0.34655177367520085	-0.008999142101013777	-0.009070851714977152	22499.96749805132	1.0000014445331392e+16	14445308892.172762	0.8982266763251406
0.07938933120505905	-0.34655177308959767	-0.008857972550502198	-0.008928557325757988	22499.96800790726	1.00000142187281e+16	14218705599.778332	0.8982266757395374
0.08004006342805134	-0.34655177251318087	-0.008719018815845447	-0.008788495683173822	22499.96850976511	1.0000013995679538e+16	13995657039.340586	0.8982266751631207
0.08069079565104363	-0.3465517719458062	-0.00858224350823731	-0.008650631162041377	22499.969003750397	1.0000013776129914e+16	13776107413.577847	0.898226674595746
0.08134152787403592	-0.34655177138733195	-0.008447614177015795	-0.008514928842626552	22499.969489986543	1.0000013560024368e+16	13560001868.172548	0.8982266740372717
0.08199226009702822	-0.3465517708376185	-0.008315097666069736	-0.008381355921542766	22499.96996859513	1.0000013347308868e+16	13347286367.78891	0.8982266734875584
0.08264299232002051	-0.3465517702965283	-0.00818466011383879	-0.008249878889954265	22499.970439695866	1.000001313793021e+16	13137907710.042782	0.8982266729464681
0.0832937245430128	-0.3465517697639261	-0.00805626765876262	-0.008120463886300706	22499.97090340653	1.0000012931836042e+16	12931813542.963938	0.8982266724138659
0.0839444567660051	-0.3465517692396788	-0.007929889261077575	-0.007993078459920097	22499.97135984299	1.0000012728974874e+16	12728952373.727224	0.8982266718896186
0.08459518898899739	-0.34655176872365534	-0.007805493175570837	-0.007867691218324206	22499.97180911936	1.0000012529295982e+16	12529273483.087309	0.8982266713735951
0.08524592121198968	-0.34655176821572675	-0.007683049067927933	-0.007744271121749385	22499.972251347943	1.0000012332749456e+16	12332726956.810802	0.8982266708656665
0.08589665343498197	-0.346551767715766	-0.007562527309283567	-0.007622788188605749	22499.972686639336	1.0000012139286144e+16	12139263643.766754	0.8982266703657058
0.08654738565797426	-0.34655176722364794	-0.007443895448975742	-0.007503211379129653	22499.973115102443	1.0000011948857636e+16	11948835136.718117	0.8982266698735877
0.08719811788096656	-0.3465517667392497	-0.007327125269037508	-0.007385510359006624	22499.973536844343	1.0000011761416346e+16	11761393847.409636	0.8982266693891895
0.08784885010395885	-0.34655176626245005	-0.007212185024256046	-0.007269655146646777	22499.973951970514	1.0000011576915398e+16	11576892898.301594	0.8982266689123899
0.08849958232695114	-0.34655176579312996	-0.007099047202113579	-0.007155616113184813	22499.974360584627	1.0000011395308708e+16	11395286208.135077	0.8982266684430698
0.08915031454994343	-0.34655176533117205	-0.0069876857009906765	-0.007043366451552128	22499.974762788803	1.0000011216550892e+16	11216528392.396868	0.8982266679811118
0.08980104677293572	-0.34655176487646083	-0.006878071597471214	-0.006932878649230946	22499.975158683676	1.0000011040597222e+16	11040574723.15617	0.8982266675264006
0.09045177899592802	-0.3465517644288825	-0.00677017667358824	-0.006824124135529727	22499.975548368253	1.0000010867403696e+16	10867381197.16756	0.8982266670788224
0.09110251121892031	-0.3465517639883253	-0.006663974827722326	-0.006717075750655283	22499.975931939935	1.0000010696927026e+16	10696904527.13985	0.8982266666382651
0.0917532434419126	-0.34655176355467904	-0.006559435725558999	-0.006611705276640662	22499.976309494643	1.000001052912458e+16	10529102080.61803	0.8982266662046188
0.0924039756649049	-0.3465517631278354	-0.006456537498173871	-0.006507986611866435	22499.976681126576	1.0000010363954484e+16	10363931984.757072	0.8982266657777752
0.09305470788789719	-0.3465517627076877	-0.00635525333849834	-0.006405895418336105	22499.97704692871	1.0000010201375426e+16	10201352925.50549	0.8982266653576275
0.09370544011088948	-0.34655176229413087	-0.0062555585558113245	-0.006305405947154832	22499.977406992482	1.0000010041346758e+16	10041324257.617817	0.8982266649440707
0.09435617233388177	-0.34655176188706155	-0.006157429870290087	-0.0062064942130507054	22499.977761407947	1.0000009883828458e+16	9883805959.25264	0.8982266645370014
0.09500690455687406	-0.34655176148637773	-0.006060838358518506	-0.006109134114404296	22499.97811026383	1.0000009728781096e+16	9728758597.048	0.8982266641363175
0.09565763677986636	-0.34655176109197944	-0.005965762151572193	-0.0060133002550453495	22499.97845364722	1.0000009576165962e+16	9576143462.327309	0.8982266637419192
0.09630836900285865	-0.3465517607037681	-0.005872177969628412	-0.005918970060600303	22499.978791643967	1.00000094259449e+16	9425922399.96884	0.8982266633537079
0.09695910122585094	-0.34655176032164653	-0.005780061827415258	-0.005826119898521835	22499.97912433861	1.0000009278080338e+16	9278057838.091627	0.8982266629715863
0.09760983344884323	-0.3465517599455193	-0.005689389739660821	-0.005734725783538039	22499.979451814314	1.0000009132535312e+16	9132512812.502682	0.8982266625954591
0.09826056567183553	-0.3465517595752924	-0.0056001419537882345	-0.005644765846724527	22499.979774152896	1.000000898927346e+16	8989250959.71208	0.8982266622252322
0.09891129789482782	-0.3465517592108731	-0.005512294484525591	-0.005556218219156912	22499.980091435053	1.0000008848258916e+16	8848236417.397858	0.8982266618608129
0.09956203011782011	-0.3465517588521703	-0.0054258212302534595	-0.005469057857389524	22499.98040374012	1.000000870945642e+16	8709433920.448647	0.8982266615021102
0.1002127623408124	-0.34655175849909464	-0.005340708081988366	-0.005383264656120912	22499.980711145956	1.0000008572831368e+16	8572808869.0666485	0.8982266611490344
0.1008634945638047	-0.3465517581515576	-0.005256928938110881	-0.005298818510049624	22499.981013729615	1.0000008438349512e+16	8438327012.700028	0.8982266608014974
0.10151422678679699	-0.3465517578094723	-0.005174464046044138	-0.00521569649207751	22499.981311566684	1.0000008305977262e+16	8305954762.618057	0.898226660459412
0.10216495900978928	-0.34655175747275324	-0.005093292947762098	-0.005133878496903119	22499.981604731613	1.0000008175681522e+16	8175659022.526815	0.898226660122693
0.10281569123278157	-0.34655175714131625	-0.005013394479789548	-0.005053343713775823	22499.981893297707	1.0000008047429716e+16	8047407216.508873	0.898226659791256
0.10346642345577386	-0.3465517568150785	-0.0049347495949987955	-0.004974072037394172	22499.982177337075	1.0000007921189798e+16	7921167297.7544365	0.8982266594650183
0.10411715567876616	-0.3465517564939584	-0.0048573378353638005	-0.004896043715181299	22499.98245692073	1.00000077969302e+16	7796907699.666918	0.8982266591438982
0.10476788790175845	-0.3465517561778758	-0.004781142270104394	-0.004819240052734097	22499.982732118544	1.000000767461987e+16	7674597370.787523	0.8982266588278156
0.10541862012475074	-0.34655175586675147	-0.004706143146643709	-0.004743642708374051	22499.983002999412	1.0000007554228188e+16	7554205689.230002	0.8982266585166913
0.10606935234774303	-0.3465517555605076	-0.00463231859605736	-0.004669230871350534	22499.98326963113	1.0000007435725026e+16	7435702527.2911415	0.8982266582104474
0.10672008457073533	-0.3465517552590677	-0.004559651687565173	-0.004595985141811266	22499.98353208024	1.0000007319080806e+16	7319058307.330124	0.8982266579090075
0.10737081679372762	-0.34655175496235646	-0.004488125490386981	-0.004523888588976077	22499.983790412327	1.0000007204266378e+16	7204243877.786212	0.8982266576122963
0.10802154901671991	-0.3465517546702997	-0.004417721662844265	-0.0044529235766156226	22499.98404469202	1.0000007091253018e+16	7091230518.417433	0.8982266573202395
0.1086722812397122	-0.34655175438282426	-0.004348420452360158	-0.004383071057602212	22499.984294982914	1.0000006980012466e+16	6979989966.494031	0.898226657032764
0.1093230134627045	-0.34655175409985856	-0.004280207044502012	-0.0043143137484310855	22499.984541347472	1.0000006870516954e+16	6870494455.215521	0.8982266567497983
0.10997374568569679	-0.3465517538213317	-0.004213063097591309	-0.00424663507104666	22499.984783847325	1.0000006762739094e+16	6762716594.96706	0.8982266564712715
0.11062447790868908	-0.3465517535471741	-0.004146973797195398	-0.004180018447393354	22499.98502254307	1.0000006656651954e+16	6656629455.392249	0.898226656197114
0.11127521013168137	-0.34655175327731713	-0.004081920801635762	-0.004114447299415581	22499.985257494453	1.0000006552228982e+16	6552206481.574103	0.8982266559272569
0.11192594235467367	-0.3465517530116934	-0.004017889296479753	-0.004049905049057758	22499.98548876019	1.0000006449444076e+16	6449421576.107852	0.8982266556616332
0.11257667457766596	-0.3465517527502364	-0.003954860234599678	-0.003986374765539716	22499.98571639815	1.0000006348271518e+16	6348249018.774368	0.8982266554001762
0.11322740680065825	-0.3465517524928809	-0.0038928202124612348	-0.003923840223530457	22499.985940465136	1.0000006248686068e+16	6248663567.821495	0.8982266551428206
0.11387813902365054	-0.3465517522395626	-0.0038317558265301213	-0.003862288019495678	22499.986161017176	1.0000006150662816e+16	6150640316.773206	0.8982266548895024
0.11452887124664284	-0.34655175199021787	-0.003771647324229473	-0.0038017015753797974	22499.98637810955	1.00000060541772e+16	6054154699.668288	0.8982266546401576
0.11517960346963513	-0.3465517517447846	-0.003712482007474162	-0.0037420646658518175	22499.98659179641	1.0000005959205148e+16	5959182648.221031	0.8982266543947244
0.11583033569262742	-0.34655175150320144	-0.0036542443563823642	-0.0036833631819282626	22499.986802131192	1.0000005865722912e+16	5865700411.959551	0.8982266541531412
0.11648106791561971	-0.346551751265408	-0.0035969216728689514	-0.003625583014625658	22499.98700916646	1.000000577370713e+16	5773684629.8212185	0.8982266539153478
0.117131800138612	-0.3465517510313447	-0.0035404963207045816	-0.0035687089967867667	22499.98721295405	1.0000005683134764e+16	5683112263.795919	0.8982266536812845
0.1177825323616043	-0.3465517508009532	-0.0034849570127024722	-0.0035127266667035265	22499.9874135448	1.0000005593983218e+16	5593960717.669688	0.8982266534508929
